model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
GBR,0.3389,0.2942,0.1547,0.2363,0.1510,1.2300,1.8300,48.0000,Co_мг_кг,date2,shape,12,mixup
XGBoost,0.3381,0.3276,0.1924,0.2364,0.1614,1.2300,1.8300,48.0000,Co_мг_кг,date2,shape,12,mixup
ElasticNet,-0.0343,-0.1335,0.1479,0.2955,0.2449,0.9800,1.4700,48.0000,Co_мг_кг,date2,shape,12,mixup
PLSR,-0.2336,-0.4064,0.6959,0.3227,0.2347,0.9000,1.3400,48.0000,Co_мг_кг,date2,shape,12,mixup
ElasticNet,-0.0598,-0.2434,0.3339,0.3205,0.2535,0.9700,1.2800,24.0000,Co_мг_кг,date2,hyper_idx,24,none
SVR,-0.2407,-0.5035,0.4777,0.3467,0.2706,0.9000,1.1800,24.0000,Co_мг_кг,date2,hyper_idx,24,none
RF,-0.4895,-0.6661,0.2006,0.3799,0.3013,0.8200,1.0800,24.0000,Co_мг_кг,date2,hyper_idx,24,none
XGBoost,-0.6046,-0.6719,0.4281,0.3943,0.2882,0.7900,1.0400,24.0000,Co_мг_кг,date2,hyper_idx,24,none
GBR,-0.7840,-1.0495,0.4597,0.4158,0.3317,0.7500,0.9900,24.0000,Co_мг_кг,date2,hyper_idx,24,none
PLSR,-8.9379,-15.7092,22.5719,0.9814,0.6304,0.3200,0.4200,24.0000,Co_мг_кг,date2,hyper_idx,24,none
SVR,0.3174,0.3443,0.2752,0.2401,0.1743,1.2100,1.8000,48.0000,Co_мг_кг,date2,hyper_idx,24,mixup
XGBoost,0.2929,0.3977,0.4494,0.2444,0.1528,1.1900,1.7700,48.0000,Co_мг_кг,date2,hyper_idx,24,mixup
RF,0.2519,0.3228,0.3948,0.2513,0.1756,1.1600,1.7200,48.0000,Co_мг_кг,date2,hyper_idx,24,mixup
GBR,0.2070,0.3248,0.5236,0.2588,0.1657,1.1200,1.6700,48.0000,Co_мг_кг,date2,hyper_idx,24,mixup
ElasticNet,-0.0343,-0.1335,0.1479,0.2955,0.2449,0.9800,1.4700,48.0000,Co_мг_кг,date2,hyper_idx,24,mixup
PLSR,-1.3560,-1.5719,1.5264,0.4460,0.2801,0.6500,0.9700,48.0000,Co_мг_кг,date2,hyper_idx,24,mixup
ElasticNet,-0.0598,-0.2434,0.3339,0.3205,0.2535,0.9700,1.2800,24.0000,Co_мг_кг,date2,pca,10,none
SVR,-0.3987,-0.8141,1.0440,0.3682,0.3101,0.8500,1.1100,24.0000,Co_мг_кг,date2,pca,10,none
RF,-0.6983,-1.1629,0.8460,0.4057,0.3438,0.7700,1.0100,24.0000,Co_мг_кг,date2,pca,10,none
XGBoost,-0.7051,-1.5147,1.7474,0.4065,0.3623,0.7700,1.0100,24.0000,Co_мг_кг,date2,pca,10,none
GBR,-1.0874,-1.6331,0.8594,0.4498,0.3888,0.6900,0.9100,24.0000,Co_мг_кг,date2,pca,10,none
PLSR,-1.8610,-2.1927,1.4700,0.5265,0.4351,0.5900,0.7800,24.0000,Co_мг_кг,date2,pca,10,none
ElasticNet,-0.0598,-0.2434,0.3339,0.3205,0.2535,0.9700,1.2800,24.0000,Co_мг_кг,date2,combined,91,none
SVR,-0.1524,-0.2335,0.1773,0.3342,0.2588,0.9300,1.2300,24.0000,Co_мг_кг,date2,combined,91,none
RF,-0.3817,-0.6498,0.5487,0.3659,0.3071,0.8500,1.1200,24.0000,Co_мг_кг,date2,combined,91,none
XGBoost,-0.5593,-0.7730,0.7214,0.3887,0.3170,0.8000,1.0500,24.0000,Co_мг_кг,date2,combined,91,none
GBR,-0.6761,-1.1537,0.7610,0.4030,0.3420,0.7700,1.0200,24.0000,Co_мг_кг,date2,combined,91,none
PLSR,-5.0597,-8.9117,12.4948,0.7663,0.5464,0.4100,0.5400,24.0000,Co_мг_кг,date2,combined,91,none
SVR,0.3588,0.3935,0.2471,0.2327,0.1698,1.2500,1.8600,48.0000,Co_мг_кг,date2,combined,91,mixup
GBR,0.2735,0.3305,0.3525,0.2477,0.1655,1.1700,1.7500,48.0000,Co_мг_кг,date2,combined,91,mixup
RF,0.2719,0.3210,0.3338,0.2479,0.1821,1.1700,1.7500,48.0000,Co_мг_кг,date2,combined,91,mixup
XGBoost,0.0963,0.1897,0.4748,0.2762,0.1838,1.0500,1.5700,48.0000,Co_мг_кг,date2,combined,91,mixup
ElasticNet,-0.0343,-0.1335,0.1479,0.2955,0.2449,0.9800,1.4700,48.0000,Co_мг_кг,date2,combined,91,mixup
PLSR,-0.3724,-0.4401,0.5602,0.3404,0.2259,0.8500,1.2700,48.0000,Co_мг_кг,date2,combined,91,mixup
Stacking,-0.2652,,,0.3502,,0.8900,,,Co_мг_кг,date2,combined,91,none
MO-GPR,-0.0724,,,0.5825,,0.9700,,,N_%,date2,pca,10,none
MO-GPR,0.1586,,,0.0548,,1.0900,,,P_%,date2,pca,10,none
MO-GPR,-0.2155,,,0.6370,,0.9100,,,K_%,date2,pca,10,none
MO-GPR,-0.2505,,,0.1015,,0.8900,,,Ca_%,date2,pca,10,none
MO-GPR,-0.2222,,,0.0461,,0.9000,,,Mg_%,date2,pca,10,none
MO-GPR,-0.1250,,,0.0472,,0.9400,,,S_%,date2,pca,10,none
MO-GPR,-0.1135,,,3601.7022,,0.9500,,,Нитраты_мг_кг,date2,pca,10,none
MO-GPR,-0.0748,,,119.2764,,0.9600,,,Fe_мг_кг,date2,pca,10,none
MO-GPR,-0.0704,,,12.2032,,0.9700,,,Mn_мг_кг,date2,pca,10,none
MO-GPR,-0.1385,,,0.7432,,0.9400,,,Cu_мг_кг,date2,pca,10,none
MO-GPR,-0.0733,,,4.5361,,0.9700,,,Zn_мг_кг,date2,pca,10,none
MO-GPR,-0.0591,,,0.3204,,0.9700,,,Co_мг_кг,date2,pca,10,none
