model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
GBR,0.6391,0.5842,0.1913,1595.1039,941.1735,1.6600,1.6500,120.0000,Нитраты_мг_кг,date1,shape,12,mixup
RF,0.6065,0.5822,0.1396,1665.6510,1137.9220,1.5900,1.5800,120.0000,Нитраты_мг_кг,date1,shape,12,mixup
XGBoost,0.4449,0.4257,0.2461,1978.3857,1111.0463,1.3400,1.3300,120.0000,Нитраты_мг_кг,date1,shape,12,mixup
ElasticNet,0.2730,0.1895,0.1498,2264.0651,1608.7219,1.1700,1.1600,120.0000,Нитраты_мг_кг,date1,shape,12,mixup
SVR,-0.1031,-0.1277,0.0980,2788.9301,1894.6753,0.9500,0.9400,120.0000,Нитраты_мг_кг,date1,shape,12,mixup
PLSR,-1705894416459220562976178176.0000,-4626265664503838194224070656.0000,9252531329007676388448141312.0000,109673469826772448.0000,10011772230665846.0000,0.0000,0.0000,120.0000,Нитраты_мг_кг,date1,shape,12,mixup
RF,0.1771,0.1584,0.1620,2293.4288,1647.7966,1.1000,1.1600,60.0000,Нитраты_мг_кг,date1,hyper_idx,24,none
GBR,0.0789,-0.0394,0.3536,2426.4832,1831.4199,1.0400,1.1000,60.0000,Нитраты_мг_кг,date1,hyper_idx,24,none
XGBoost,0.0099,-0.1647,0.4238,2515.6761,1827.1010,1.0000,1.0600,60.0000,Нитраты_мг_кг,date1,hyper_idx,24,none
SVR,-0.1305,-0.2331,0.3005,2688.1213,1897.4625,0.9400,0.9900,60.0000,Нитраты_мг_кг,date1,hyper_idx,24,none
ElasticNet,-136.9256,-184.2819,368.9368,29692.1143,5404.1618,0.0900,0.0900,60.0000,Нитраты_мг_кг,date1,hyper_idx,24,none
PLSR,-1310.8284,-1763.5457,3524.9011,91570.8252,14059.6219,0.0300,0.0300,60.0000,Нитраты_мг_кг,date1,hyper_idx,24,none
GBR,0.6517,0.5824,0.4470,1567.1400,956.4506,1.6900,1.6800,120.0000,Нитраты_мг_кг,date1,hyper_idx,24,mixup
RF,0.6352,0.5421,0.3964,1603.8115,1115.8005,1.6600,1.6400,120.0000,Нитраты_мг_кг,date1,hyper_idx,24,mixup
XGBoost,0.5153,0.3548,0.6610,1848.7684,1118.6695,1.4400,1.4200,120.0000,Нитраты_мг_кг,date1,hyper_idx,24,mixup
SVR,-0.1040,-0.1286,0.0983,2790.0010,1894.5982,0.9500,0.9400,120.0000,Нитраты_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-117.1524,-318.2482,636.8754,28863.3504,4135.8928,0.0900,0.0900,120.0000,Нитраты_мг_кг,date1,hyper_idx,24,mixup
PLSR,-4273.4531,-11589.8594,23180.0485,173606.4231,17445.1248,0.0200,0.0200,120.0000,Нитраты_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,0.1225,0.0380,0.2137,2368.2810,1747.6985,1.0700,1.1300,60.0000,Нитраты_мг_кг,date1,pca,10,none
PLSR,0.0543,-0.0780,0.3271,2458.6101,1821.4924,1.0300,1.0900,60.0000,Нитраты_мг_кг,date1,pca,10,none
RF,0.0539,-0.0378,0.1294,2459.1603,1787.3274,1.0300,1.0900,60.0000,Нитраты_мг_кг,date1,pca,10,none
GBR,0.0478,-0.0797,0.2337,2467.0886,1734.6612,1.0200,1.0800,60.0000,Нитраты_мг_кг,date1,pca,10,none
XGBoost,-0.1045,-0.2383,0.3351,2657.0146,2001.2072,0.9500,1.0000,60.0000,Нитраты_мг_кг,date1,pca,10,none
SVR,-0.1308,-0.2335,0.3007,2688.5113,1897.9483,0.9400,0.9900,60.0000,Нитраты_мг_кг,date1,pca,10,none
RF,0.0297,-0.0378,0.1526,2490.3503,1729.0903,1.0200,1.0700,60.0000,Нитраты_мг_кг,date1,combined,91,none
GBR,-0.0453,-0.1714,0.2506,2584.8544,1800.0684,0.9800,1.0300,60.0000,Нитраты_мг_кг,date1,combined,91,none
SVR,-0.1306,-0.2333,0.3004,2688.2505,1897.7870,0.9400,0.9900,60.0000,Нитраты_мг_кг,date1,combined,91,none
XGBoost,-0.3475,-0.5732,0.5343,2934.7813,2058.1455,0.8600,0.9100,60.0000,Нитраты_мг_кг,date1,combined,91,none
PLSR,-2.9349,-4.0263,5.5353,5015.1867,3294.4241,0.5000,0.5300,60.0000,Нитраты_мг_кг,date1,combined,91,none
ElasticNet,-40.2624,-54.2872,108.6353,16240.3695,3837.0261,0.1600,0.1600,60.0000,Нитраты_мг_кг,date1,combined,91,none
RF,0.6232,0.5527,0.3406,1630.0743,1072.0214,1.6300,1.6200,120.0000,Нитраты_мг_кг,date1,combined,91,mixup
GBR,0.5890,0.5204,0.4627,1702.2483,915.2517,1.5600,1.5500,120.0000,Нитраты_мг_кг,date1,combined,91,mixup
XGBoost,0.3428,0.1276,0.5784,2152.6029,1177.3904,1.2300,1.2200,120.0000,Нитраты_мг_кг,date1,combined,91,mixup
SVR,-0.1034,-0.1278,0.0981,2789.2230,1894.5704,0.9500,0.9400,120.0000,Нитраты_мг_кг,date1,combined,91,mixup
ElasticNet,-26.9529,-73.8309,148.2167,14039.0911,2710.0711,0.1900,0.1900,120.0000,Нитраты_мг_кг,date1,combined,91,mixup
PLSR,-844136212920863581135699968.0000,-2289238032741662758939918336.0000,4578476065483325517879836672.0000,77149261955886528.0000,7042731844687286.0000,0.0000,0.0000,120.0000,Нитраты_мг_кг,date1,combined,91,mixup
Stacking,0.0483,,,2466.4766,,1.0300,,,Нитраты_мг_кг,date1,combined,91,none
SVR,-0.1590,-0.4390,0.4701,73.4601,59.3439,0.9300,1.3100,60.0000,Fe_мг_кг,date1,smooth_300,300,none
ElasticNet,-0.3069,-0.7648,0.7317,78.0044,63.2582,0.8700,1.2300,60.0000,Fe_мг_кг,date1,smooth_300,300,none
RF,-0.3240,-0.7249,0.6085,78.5155,62.4929,0.8700,1.2300,60.0000,Fe_мг_кг,date1,smooth_300,300,none
GBR,-0.3677,-0.6990,0.5018,79.7996,64.6512,0.8600,1.2100,60.0000,Fe_мг_кг,date1,smooth_300,300,none
XGBoost,-0.6908,-1.0899,0.4559,88.7266,67.7564,0.7700,1.0800,60.0000,Fe_мг_кг,date1,smooth_300,300,none
PLSR,-1.9137,-3.9275,3.8702,116.4733,92.0213,0.5900,0.8300,60.0000,Fe_мг_кг,date1,smooth_300,300,none
SVR,-0.1841,-0.4933,0.5309,74.2514,60.4125,0.9200,1.3000,60.0000,Fe_мг_кг,date1,d1snv_300,300,none
RF,-0.2182,-0.6366,0.6373,75.3110,60.9715,0.9100,1.2800,60.0000,Fe_мг_кг,date1,d1snv_300,300,none
GBR,-0.4133,-0.9312,0.9561,81.1178,64.7173,0.8400,1.1900,60.0000,Fe_мг_кг,date1,d1snv_300,300,none
XGBoost,-0.5663,-0.9909,0.4988,85.3959,68.4799,0.8000,1.1300,60.0000,Fe_мг_кг,date1,d1snv_300,300,none
ElasticNet,-0.7446,-1.6314,1.5095,90.1254,74.2920,0.7600,1.0700,60.0000,Fe_мг_кг,date1,d1snv_300,300,none
PLSR,-3.0649,-5.5140,4.6694,137.5711,105.7534,0.5000,0.7000,60.0000,Fe_мг_кг,date1,d1snv_300,300,none
SVR,-0.1640,-0.4595,0.4951,73.6159,59.7352,0.9300,1.3100,60.0000,Fe_мг_кг,date1,cwt,45,none
ElasticNet,-0.2128,-0.5493,0.5229,75.1445,60.0496,0.9100,1.2800,60.0000,Fe_мг_кг,date1,cwt,45,none
RF,-0.2923,-0.7935,0.8472,77.5686,60.5218,0.8800,1.2400,60.0000,Fe_мг_кг,date1,cwt,45,none
GBR,-0.5357,-1.5469,1.9913,84.5586,66.1113,0.8100,1.1400,60.0000,Fe_мг_кг,date1,cwt,45,none
XGBoost,-0.7811,-1.5709,1.1808,91.0650,67.6720,0.7500,1.0600,60.0000,Fe_мг_кг,date1,cwt,45,none
PLSR,-1.1109,-2.1121,1.8683,99.1370,80.3824,0.6900,0.9700,60.0000,Fe_мг_кг,date1,cwt,45,none
RF,0.2210,0.1335,0.2090,55.2428,38.8978,1.1300,1.3800,120.0000,Fe_мг_кг,date1,cwt,45,mixup
GBR,0.0982,0.0204,0.2014,59.4380,37.6406,1.0500,1.2900,120.0000,Fe_мг_кг,date1,cwt,45,mixup
XGBoost,0.0679,-0.0444,0.3572,60.4281,36.8503,1.0400,1.2600,120.0000,Fe_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.0002,-0.0760,0.1630,62.5960,48.9839,1.0000,1.2200,120.0000,Fe_мг_кг,date1,cwt,45,mixup
SVR,-0.0537,-0.0766,0.1158,64.2490,48.5816,0.9700,1.1900,120.0000,Fe_мг_кг,date1,cwt,45,mixup
PLSR,-0.3218,-0.5096,0.5917,71.9606,55.2867,0.8700,1.0600,120.0000,Fe_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.1523,-0.5029,0.4808,73.2456,59.0025,0.9300,1.3100,60.0000,Fe_мг_кг,date1,shape,12,none
SVR,-0.1613,-0.4521,0.4879,73.5323,59.5382,0.9300,1.3100,60.0000,Fe_мг_кг,date1,shape,12,none
RF,-0.4376,-1.1008,1.1664,81.8144,62.7785,0.8300,1.1800,60.0000,Fe_мг_кг,date1,shape,12,none
PLSR,-0.7060,-1.8294,2.3075,89.1234,71.3133,0.7700,1.0800,60.0000,Fe_мг_кг,date1,shape,12,none
GBR,-0.7834,-1.7743,1.7510,91.1237,70.9891,0.7500,1.0600,60.0000,Fe_мг_кг,date1,shape,12,none
XGBoost,-0.8244,-1.6997,1.4126,92.1654,70.2872,0.7400,1.0400,60.0000,Fe_мг_кг,date1,shape,12,none
RF,0.1639,-0.0479,0.7444,57.2322,38.0702,1.0900,1.3400,120.0000,Fe_мг_кг,date1,shape,12,mixup
ElasticNet,0.0123,-0.0724,0.2308,62.2065,48.4622,1.0100,1.2300,120.0000,Fe_мг_кг,date1,shape,12,mixup
GBR,-0.0014,-0.2847,1.0058,62.6343,37.6235,1.0000,1.2200,120.0000,Fe_мг_кг,date1,shape,12,mixup
XGBoost,-0.0114,-0.2940,1.0821,62.9483,39.1885,0.9900,1.2100,120.0000,Fe_мг_кг,date1,shape,12,mixup
SVR,-0.0468,-0.0703,0.1143,64.0381,48.1610,0.9800,1.1900,120.0000,Fe_мг_кг,date1,shape,12,mixup
PLSR,-487360066379551759656812544.0000,-860356795300663261621387264.0000,1720713590601326523242774528.0000,1381780700901240.5000,126138743234867.0000,0.0000,0.0000,120.0000,Fe_мг_кг,date1,shape,12,mixup
SVR,-0.1872,-0.4936,0.5287,74.3476,60.3034,0.9200,1.2900,60.0000,Fe_мг_кг,date1,hyper_idx,24,none
RF,-0.4907,-1.3275,1.5170,83.3117,68.1359,0.8200,1.1500,60.0000,Fe_мг_кг,date1,hyper_idx,24,none
XGBoost,-0.6513,-1.5103,1.4138,87.6827,69.1232,0.7800,1.1000,60.0000,Fe_мг_кг,date1,hyper_idx,24,none
GBR,-0.9099,-1.9764,1.8600,94.2992,76.5058,0.7200,1.0200,60.0000,Fe_мг_кг,date1,hyper_idx,24,none
ElasticNet,-203.9565,-291.4849,581.4815,976.8659,184.2956,0.0700,0.1000,60.0000,Fe_мг_кг,date1,hyper_idx,24,none
PLSR,-7044.5157,-10053.8399,20104.6054,5727.4389,806.9043,0.0100,0.0200,60.0000,Fe_мг_кг,date1,hyper_idx,24,none
RF,0.2838,0.1386,0.5015,52.9691,37.4666,1.1800,1.4400,120.0000,Fe_мг_кг,date1,hyper_idx,24,mixup
XGBoost,0.2239,0.1015,0.4655,55.1404,36.6467,1.1400,1.3900,120.0000,Fe_мг_кг,date1,hyper_idx,24,mixup
GBR,0.1632,-0.0039,0.6118,57.2574,37.4468,1.0900,1.3300,120.0000,Fe_мг_кг,date1,hyper_idx,24,mixup
SVR,-0.0837,-0.1066,0.1444,65.1595,49.0902,0.9600,1.1700,120.0000,Fe_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-76.7196,-135.5547,271.2435,551.7971,96.4161,0.1100,0.1400,120.0000,Fe_мг_кг,date1,hyper_idx,24,mixup
PLSR,-3786.3303,-6684.2639,13368.5219,3851.9509,397.5203,0.0200,0.0200,120.0000,Fe_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-0.1803,-0.6326,0.6957,74.1307,59.3891,0.9200,1.3000,60.0000,Fe_мг_кг,date1,pca,10,none
SVR,-0.1812,-0.4847,0.5102,74.1589,60.2642,0.9200,1.3000,60.0000,Fe_мг_кг,date1,pca,10,none
RF,-0.2892,-0.9698,1.2664,77.4740,61.6677,0.8800,1.2400,60.0000,Fe_мг_кг,date1,pca,10,none
PLSR,-0.3379,-0.9403,0.9462,78.9246,62.3846,0.8600,1.2200,60.0000,Fe_мг_кг,date1,pca,10,none
GBR,-0.4675,-1.3300,1.5621,82.6595,65.1035,0.8300,1.1600,60.0000,Fe_мг_кг,date1,pca,10,none
XGBoost,-0.5834,-1.6474,2.2410,85.8609,67.0844,0.7900,1.1200,60.0000,Fe_мг_кг,date1,pca,10,none
SVR,-0.1706,-0.4715,0.5105,73.8269,59.8748,0.9200,1.3000,60.0000,Fe_мг_кг,date1,combined,91,none
RF,-0.3308,-0.9910,1.1207,78.7166,62.4128,0.8700,1.2200,60.0000,Fe_мг_кг,date1,combined,91,none
GBR,-0.5721,-1.4897,1.6565,85.5552,65.7804,0.8000,1.1200,60.0000,Fe_мг_кг,date1,combined,91,none
XGBoost,-0.6283,-1.1677,0.7602,87.0711,70.6243,0.7800,1.1000,60.0000,Fe_мг_кг,date1,combined,91,none
ElasticNet,-121.7562,-174.1706,346.1797,756.0071,160.3937,0.0900,0.1300,60.0000,Fe_мг_кг,date1,combined,91,none
PLSR,-7165.3702,-10226.4996,20444.9238,5776.3525,832.0386,0.0100,0.0200,60.0000,Fe_мг_кг,date1,combined,91,none
RF,0.2992,0.1654,0.4534,52.3988,36.3025,1.1900,1.4600,120.0000,Fe_мг_кг,date1,combined,91,mixup
GBR,0.1921,-0.0264,0.8696,56.2598,34.7102,1.1100,1.3600,120.0000,Fe_мг_кг,date1,combined,91,mixup
XGBoost,0.1254,-0.0907,0.7563,58.5368,35.5539,1.0700,1.3100,120.0000,Fe_мг_кг,date1,combined,91,mixup
SVR,-0.0553,-0.0770,0.1252,64.2977,48.4404,0.9700,1.1900,120.0000,Fe_мг_кг,date1,combined,91,mixup
ElasticNet,-45.9444,-81.2198,162.5535,428.8504,85.6679,0.1500,0.1800,120.0000,Fe_мг_кг,date1,combined,91,mixup
PLSR,-223388559361695726572666880.0000,-394357023272361480083734528.0000,788714046544722960167469056.0000,935501775194967.2500,85399237476783.3125,0.0000,0.0000,120.0000,Fe_мг_кг,date1,combined,91,mixup
Stacking,-0.0706,,,70.6025,,0.9700,,,Fe_мг_кг,date1,combined,91,none
ElasticNet,-0.0754,-1.1128,2.0687,24.6712,16.9397,0.9600,0.6500,60.0000,Mn_мг_кг,date1,smooth_300,300,none
SVR,-0.1284,-0.3093,0.2059,25.2716,14.6341,0.9400,0.6300,60.0000,Mn_мг_кг,date1,smooth_300,300,none
RF,-0.1435,-1.0085,1.6544,25.4404,18.4406,0.9400,0.6300,60.0000,Mn_мг_кг,date1,smooth_300,300,none
GBR,-0.4765,-1.9386,2.8904,28.9077,19.5696,0.8200,0.5500,60.0000,Mn_мг_кг,date1,smooth_300,300,none
XGBoost,-0.6172,-2.7852,4.5173,30.2538,20.8043,0.7900,0.5300,60.0000,Mn_мг_кг,date1,smooth_300,300,none
PLSR,-2.2740,-9.1364,13.2116,43.0468,31.1762,0.5500,0.3700,60.0000,Mn_мг_кг,date1,smooth_300,300,none
SVR,-0.1238,-0.2952,0.1846,25.2193,14.6270,0.9400,0.6300,60.0000,Mn_мг_кг,date1,d1snv_300,300,none
RF,-0.2150,-2.0715,3.8370,26.2231,18.8063,0.9100,0.6100,60.0000,Mn_мг_кг,date1,d1snv_300,300,none
GBR,-0.4334,-4.2866,8.1067,28.4832,20.0876,0.8400,0.5600,60.0000,Mn_мг_кг,date1,d1snv_300,300,none
XGBoost,-0.6382,-3.2850,5.2057,30.4500,20.7521,0.7800,0.5200,60.0000,Mn_мг_кг,date1,d1snv_300,300,none
ElasticNet,-0.7490,-3.1295,4.4970,31.4626,21.2811,0.7600,0.5100,60.0000,Mn_мг_кг,date1,d1snv_300,300,none
PLSR,-4.6079,-13.0411,15.0449,56.3376,39.4843,0.4200,0.2800,60.0000,Mn_мг_кг,date1,d1snv_300,300,none
ElasticNet,-0.0709,-1.0679,1.9760,24.6196,17.1833,0.9700,0.6500,60.0000,Mn_мг_кг,date1,cwt,45,none
SVR,-0.1369,-0.3817,0.3279,25.3661,14.9294,0.9400,0.6300,60.0000,Mn_мг_кг,date1,cwt,45,none
RF,-0.1925,-1.8979,3.4856,25.9788,18.5642,0.9200,0.6100,60.0000,Mn_мг_кг,date1,cwt,45,none
PLSR,-0.5490,-5.7408,11.1275,29.6088,21.2540,0.8000,0.5400,60.0000,Mn_мг_кг,date1,cwt,45,none
GBR,-0.7273,-5.1306,9.2131,31.2666,21.4107,0.7600,0.5100,60.0000,Mn_мг_кг,date1,cwt,45,none
XGBoost,-1.0880,-6.8262,12.2596,34.3766,23.6979,0.6900,0.4600,60.0000,Mn_мг_кг,date1,cwt,45,none
RF,0.2774,-0.0760,0.6062,18.7917,12.0876,1.1800,0.8900,120.0000,Mn_мг_кг,date1,cwt,45,mixup
GBR,0.1947,-0.3338,0.8381,19.8383,11.0709,1.1100,0.8400,120.0000,Mn_мг_кг,date1,cwt,45,mixup
XGBoost,0.0649,-0.5766,1.2439,21.3775,11.1345,1.0300,0.7800,120.0000,Mn_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.0085,-0.1914,0.2855,22.2005,15.0460,1.0000,0.7500,120.0000,Mn_мг_кг,date1,cwt,45,mixup
SVR,-0.1246,-0.1321,0.2307,23.4432,13.3455,0.9400,0.7100,120.0000,Mn_мг_кг,date1,cwt,45,mixup
PLSR,-0.1344,-0.9826,1.9393,23.5448,15.3130,0.9400,0.7100,120.0000,Mn_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.0874,-1.0472,1.8859,24.8085,17.2603,0.9600,0.6400,60.0000,Mn_мг_кг,date1,shape,12,none
SVR,-0.1398,-0.3720,0.3021,25.3987,14.8781,0.9400,0.6300,60.0000,Mn_мг_кг,date1,shape,12,none
RF,-0.2533,-1.9542,3.3026,26.6328,19.5264,0.8900,0.6000,60.0000,Mn_мг_кг,date1,shape,12,none
PLSR,-0.5830,-4.9707,9.1068,29.9326,22.9260,0.7900,0.5300,60.0000,Mn_мг_кг,date1,shape,12,none
GBR,-0.6041,-1.6932,1.8780,30.1311,20.8206,0.7900,0.5300,60.0000,Mn_мг_кг,date1,shape,12,none
XGBoost,-0.6876,-1.2766,0.8873,30.9050,20.6400,0.7700,0.5200,60.0000,Mn_мг_кг,date1,shape,12,none
RF,0.0962,-0.5913,1.7962,21.0159,13.3671,1.0500,0.8000,120.0000,Mn_мг_кг,date1,shape,12,mixup
ElasticNet,-0.0542,-0.2520,0.2987,22.6980,15.1709,0.9700,0.7400,120.0000,Mn_мг_кг,date1,shape,12,mixup
GBR,-0.1003,-1.1745,2.4970,23.1884,13.4321,0.9500,0.7200,120.0000,Mn_мг_кг,date1,shape,12,mixup
SVR,-0.1182,-0.1394,0.2120,23.3766,13.1349,0.9500,0.7200,120.0000,Mn_мг_кг,date1,shape,12,mixup
XGBoost,-0.1505,-1.2633,2.7570,23.7115,13.0316,0.9300,0.7100,120.0000,Mn_мг_кг,date1,shape,12,mixup
PLSR,-801231312131601291280384.0000,-2591952770723310370553856.0000,5183905541446620741107712.0000,19787704392691.4102,1806362009536.8701,0.0000,0.0000,120.0000,Mn_мг_кг,date1,shape,12,mixup
SVR,-0.1348,-0.3050,0.1803,25.3430,14.6767,0.9400,0.6300,60.0000,Mn_мг_кг,date1,hyper_idx,24,none
RF,-0.6378,-4.2524,7.5456,30.4463,22.2324,0.7800,0.5200,60.0000,Mn_мг_кг,date1,hyper_idx,24,none
GBR,-0.7913,-5.4220,9.6973,31.8405,24.1976,0.7500,0.5000,60.0000,Mn_мг_кг,date1,hyper_idx,24,none
XGBoost,-0.8484,-4.3286,7.4229,32.3440,22.0376,0.7400,0.4900,60.0000,Mn_мг_кг,date1,hyper_idx,24,none
ElasticNet,-71.0937,-105.5869,208.2159,201.9979,43.2036,0.1200,0.0800,60.0000,Mn_мг_кг,date1,hyper_idx,24,none
PLSR,-2625.4384,-3866.1750,7717.6163,1219.2195,182.5945,0.0200,0.0100,60.0000,Mn_мг_кг,date1,hyper_idx,24,none
GBR,0.2654,-0.1824,0.9663,18.9469,10.7210,1.1700,0.8800,120.0000,Mn_мг_кг,date1,hyper_idx,24,mixup
XGBoost,0.1903,-0.6250,1.6321,19.8926,10.1669,1.1100,0.8400,120.0000,Mn_мг_кг,date1,hyper_idx,24,mixup
RF,0.1409,-0.5515,1.6459,20.4900,12.7524,1.0800,0.8200,120.0000,Mn_мг_кг,date1,hyper_idx,24,mixup
SVR,-0.1339,-0.1294,0.2530,23.5397,13.3863,0.9400,0.7100,120.0000,Mn_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-54.4569,-176.1943,352.1899,164.6245,30.3547,0.1300,0.1000,120.0000,Mn_мг_кг,date1,hyper_idx,24,mixup
PLSR,-1535.6056,-4967.5795,9935.0051,866.5581,95.9292,0.0300,0.0200,120.0000,Mn_мг_кг,date1,hyper_idx,24,mixup
SVR,-0.1143,-0.2852,0.1910,25.1131,14.4677,0.9500,0.6400,60.0000,Mn_мг_кг,date1,pca,10,none
ElasticNet,-0.1487,-1.9367,3.6596,25.4978,17.5108,0.9300,0.6300,60.0000,Mn_мг_кг,date1,pca,10,none
RF,-0.2065,-2.1444,4.1339,26.1310,18.7689,0.9100,0.6100,60.0000,Mn_мг_кг,date1,pca,10,none
GBR,-0.4080,-1.9512,3.2383,28.2291,18.8897,0.8400,0.5700,60.0000,Mn_мг_кг,date1,pca,10,none
XGBoost,-0.6435,-2.4599,3.6061,30.4987,20.4344,0.7800,0.5200,60.0000,Mn_мг_кг,date1,pca,10,none
PLSR,-1.0425,-4.4949,6.3781,33.9998,20.9788,0.7000,0.4700,60.0000,Mn_мг_кг,date1,pca,10,none
SVR,-0.1270,-0.3457,0.2770,25.2563,14.7584,0.9400,0.6300,60.0000,Mn_мг_кг,date1,combined,91,none
RF,-0.3811,-3.7450,7.1235,27.9581,19.8521,0.8500,0.5700,60.0000,Mn_мг_кг,date1,combined,91,none
GBR,-0.6421,-3.2751,5.5195,30.4858,21.4539,0.7800,0.5200,60.0000,Mn_мг_кг,date1,combined,91,none
XGBoost,-0.8554,-3.1792,4.5880,32.4050,23.2055,0.7300,0.4900,60.0000,Mn_мг_кг,date1,combined,91,none
ElasticNet,-6.4466,-11.4008,17.8462,64.9199,25.6513,0.3700,0.2500,60.0000,Mn_мг_кг,date1,combined,91,none
PLSR,-1000.8403,-1477.9090,2934.4153,753.0044,129.7272,0.0300,0.0200,60.0000,Mn_мг_кг,date1,combined,91,none
RF,0.1043,-0.8155,2.1672,20.9223,12.5050,1.0600,0.8000,120.0000,Mn_мг_кг,date1,combined,91,mixup
GBR,-0.0240,-1.2198,2.4579,22.3701,11.4735,0.9900,0.7500,120.0000,Mn_мг_кг,date1,combined,91,mixup
SVR,-0.1166,-0.1209,0.2334,23.3591,13.1972,0.9500,0.7200,120.0000,Mn_мг_кг,date1,combined,91,mixup
XGBoost,-0.1240,-1.2847,2.8123,23.4370,12.0705,0.9400,0.7100,120.0000,Mn_мг_кг,date1,combined,91,mixup
ElasticNet,-8.1991,-26.6754,53.0990,67.0487,20.9976,0.3300,0.2500,120.0000,Mn_мг_кг,date1,combined,91,mixup
PLSR,-1850439060436232928493568.0000,-5986099865458771903905792.0000,11972199730917543807811584.0000,30071414080781.8125,2745131971374.1899,0.0000,0.0000,120.0000,Mn_мг_кг,date1,combined,91,mixup
Stacking,-0.3748,,,27.8940,,0.8500,,,Mn_мг_кг,date1,combined,91,none
ElasticNet,-0.0576,-0.1321,0.0811,2.5374,1.8684,0.9700,0.7100,59.0000,Cu_мг_кг,date1,smooth_300,300,none
RF,-0.1671,-0.3240,0.3204,2.6655,2.0021,0.9300,0.6700,59.0000,Cu_мг_кг,date1,smooth_300,300,none
SVR,-0.1933,-0.2554,0.1802,2.6953,1.7113,0.9200,0.6700,59.0000,Cu_мг_кг,date1,smooth_300,300,none
XGBoost,-0.2299,-0.5604,0.8840,2.7363,1.9663,0.9000,0.6600,59.0000,Cu_мг_кг,date1,smooth_300,300,none
GBR,-0.4834,-0.7977,0.8866,3.0051,2.1907,0.8200,0.6000,59.0000,Cu_мг_кг,date1,smooth_300,300,none
PLSR,-5.7482,-8.5635,9.5038,6.4095,3.9828,0.3800,0.2800,59.0000,Cu_мг_кг,date1,smooth_300,300,none
ElasticNet,-0.0636,-0.1228,0.1114,2.5446,1.8991,0.9700,0.7100,59.0000,Cu_мг_кг,date1,d1snv_300,300,none
SVR,-0.1124,-0.1958,0.1517,2.6024,1.6211,0.9500,0.6900,59.0000,Cu_мг_кг,date1,d1snv_300,300,none
RF,-0.2514,-0.4530,0.3319,2.7602,2.1105,0.8900,0.6500,59.0000,Cu_мг_кг,date1,d1snv_300,300,none
GBR,-0.5658,-1.0133,0.9337,3.0874,2.4453,0.8000,0.5800,59.0000,Cu_мг_кг,date1,d1snv_300,300,none
XGBoost,-0.9838,-1.7242,2.1906,3.4751,2.6203,0.7100,0.5200,59.0000,Cu_мг_кг,date1,d1snv_300,300,none
PLSR,-5.3339,-7.7855,4.9606,6.2096,4.4205,0.4000,0.2900,59.0000,Cu_мг_кг,date1,d1snv_300,300,none
ElasticNet,-0.0584,-0.1339,0.0819,2.5384,1.8641,0.9700,0.7100,59.0000,Cu_мг_кг,date1,cwt,45,none
SVR,-0.1766,-0.2795,0.2117,2.6763,1.7415,0.9200,0.6700,59.0000,Cu_мг_кг,date1,cwt,45,none
RF,-0.2509,-0.5741,0.5565,2.7596,2.0190,0.8900,0.6500,59.0000,Cu_мг_кг,date1,cwt,45,none
GBR,-0.6847,-1.2902,1.3225,3.2025,2.4176,0.7700,0.5600,59.0000,Cu_мг_кг,date1,cwt,45,none
XGBoost,-0.9247,-1.5439,1.0620,3.4230,2.5138,0.7200,0.5200,59.0000,Cu_мг_кг,date1,cwt,45,none
PLSR,-0.9613,-1.5658,1.1964,3.4554,2.6396,0.7100,0.5200,59.0000,Cu_мг_кг,date1,cwt,45,none
GBR,0.4446,0.4215,0.2095,1.8018,1.1308,1.3400,1.5500,118.0000,Cu_мг_кг,date1,cwt,45,mixup
XGBoost,0.4042,0.3800,0.2303,1.8663,1.1146,1.3000,1.5000,118.0000,Cu_мг_кг,date1,cwt,45,mixup
RF,0.3516,0.3277,0.1950,1.9469,1.3835,1.2400,1.4400,118.0000,Cu_мг_кг,date1,cwt,45,mixup
PLSR,0.0251,0.0294,0.1682,2.3873,1.7606,1.0100,1.1700,118.0000,Cu_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.0080,-0.0227,0.0217,2.4275,1.8883,1.0000,1.1500,118.0000,Cu_мг_кг,date1,cwt,45,mixup
SVR,-0.0749,-0.0798,0.0777,2.5067,1.6264,0.9600,1.1200,118.0000,Cu_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.0729,-0.1440,0.0854,2.5557,1.8926,0.9700,0.7000,59.0000,Cu_мг_кг,date1,shape,12,none
SVR,-0.1744,-0.2519,0.1598,2.6738,1.7238,0.9200,0.6700,59.0000,Cu_мг_кг,date1,shape,12,none
RF,-0.3158,-0.6293,0.4267,2.8302,2.1446,0.8700,0.6300,59.0000,Cu_мг_кг,date1,shape,12,none
