model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
XGBoost,0.4385,0.4332,0.1374,0.0293,0.0199,1.3300,2.1200,194.0000,S_%,date2,rf_selected,20,mixup
ElasticNet,-0.0031,-0.0089,0.0121,0.0391,0.0311,1.0000,1.5800,194.0000,S_%,date2,rf_selected,20,mixup
SVR,-0.3070,-0.3173,0.0867,0.0446,0.0365,0.8700,1.3900,194.0000,S_%,date2,rf_selected,20,mixup
Stacking,0.0164,,,0.0424,,1.0100,,,S_%,date2,combined,74,none
ElasticNet,-0.0878,-0.5733,0.8788,3247.4874,2204.9643,0.9600,0.7600,96.0000,Нитраты_мг_кг,date2,bands,5,none
PLSR,-0.1178,-0.5146,0.7991,3291.9481,2204.0648,0.9500,0.7500,96.0000,Нитраты_мг_кг,date2,bands,5,none
SVR,-0.1233,-0.1816,0.1889,3299.9761,1898.0663,0.9400,0.7500,96.0000,Нитраты_мг_кг,date2,bands,5,none
GBR,-0.2094,-1.1835,1.6612,3424.1691,2352.8832,0.9100,0.7200,96.0000,Нитраты_мг_кг,date2,bands,5,none
RF,-0.2662,-1.3347,1.8303,3503.6136,2399.5727,0.8900,0.7000,96.0000,Нитраты_мг_кг,date2,bands,5,none
XGBoost,-0.5853,-1.8622,1.7672,3920.2943,2678.5318,0.7900,0.6300,96.0000,Нитраты_мг_кг,date2,bands,5,none
ElasticNet,-0.0665,-0.4480,0.7793,3215.4860,2182.0380,0.9700,0.7700,96.0000,Нитраты_мг_кг,date2,indices,44,none
RF,-0.0769,-0.7028,1.2092,3231.0592,2195.4314,0.9600,0.7600,96.0000,Нитраты_мг_кг,date2,indices,44,none
SVR,-0.1233,-0.1813,0.1889,3299.9166,1897.6135,0.9400,0.7500,96.0000,Нитраты_мг_кг,date2,indices,44,none
GBR,-0.1720,-0.5345,0.5901,3370.6855,2301.3576,0.9200,0.7300,96.0000,Нитраты_мг_кг,date2,indices,44,none
XGBoost,-0.1963,-0.7368,0.8605,3405.5158,2284.3201,0.9100,0.7200,96.0000,Нитраты_мг_кг,date2,indices,44,none
PLSR,-0.7782,-3.1903,3.8328,4151.9502,2664.9648,0.7500,0.5900,96.0000,Нитраты_мг_кг,date2,indices,44,none
GBR,0.3876,0.2872,0.3554,2165.6326,1397.0308,1.2800,1.1900,192.0000,Нитраты_мг_кг,date2,indices,44,mixup
RF,0.3677,0.2735,0.3015,2200.4498,1410.2328,1.2600,1.1700,192.0000,Нитраты_мг_кг,date2,indices,44,mixup
XGBoost,0.3480,0.2312,0.3838,2234.4614,1383.1451,1.2400,1.1500,192.0000,Нитраты_мг_кг,date2,indices,44,mixup
ElasticNet,0.0540,-0.0272,0.1710,2691.5473,1911.2524,1.0300,0.9600,192.0000,Нитраты_мг_кг,date2,indices,44,mixup
SVR,-0.1347,-0.1432,0.0864,2947.8615,1782.2542,0.9400,0.8700,192.0000,Нитраты_мг_кг,date2,indices,44,mixup
ElasticNet,-0.0553,-0.4385,0.7771,3198.5849,2167.0265,0.9700,0.7700,96.0000,Нитраты_мг_кг,date2,bands_idx,49,none
SVR,-0.1233,-0.1813,0.1889,3299.9338,1897.6424,0.9400,0.7500,96.0000,Нитраты_мг_кг,date2,bands_idx,49,none
RF,-0.1411,-0.8841,1.4376,3326.0453,2282.9987,0.9400,0.7400,96.0000,Нитраты_мг_кг,date2,bands_idx,49,none
GBR,-0.1847,-0.6982,0.8208,3388.9133,2285.7739,0.9200,0.7300,96.0000,Нитраты_мг_кг,date2,bands_idx,49,none
XGBoost,-0.3013,-1.1421,1.3189,3551.7928,2404.4215,0.8800,0.6900,96.0000,Нитраты_мг_кг,date2,bands_idx,49,none
PLSR,-0.8073,-3.4526,4.3031,4185.7949,2650.1601,0.7400,0.5900,96.0000,Нитраты_мг_кг,date2,bands_idx,49,none
GBR,0.3919,0.2563,0.4006,2157.9900,1335.0269,1.2800,1.1900,192.0000,Нитраты_мг_кг,date2,bands_idx,49,mixup
RF,0.3361,0.2195,0.3673,2254.8686,1460.7915,1.2300,1.1400,192.0000,Нитраты_мг_кг,date2,bands_idx,49,mixup
XGBoost,0.3193,0.1869,0.4601,2283.2264,1317.0829,1.2100,1.1300,192.0000,Нитраты_мг_кг,date2,bands_idx,49,mixup
ElasticNet,0.0588,-0.0206,0.1648,2684.6766,1898.9815,1.0300,0.9600,192.0000,Нитраты_мг_кг,date2,bands_idx,49,mixup
SVR,-0.1348,-0.1433,0.0864,2947.9266,1782.2458,0.9400,0.8700,192.0000,Нитраты_мг_кг,date2,bands_idx,49,mixup
ElasticNet,-0.0317,-0.4969,0.8030,3162.5319,2166.6796,0.9800,0.7800,96.0000,Нитраты_мг_кг,date2,pca,10,none
RF,-0.0832,-0.8486,1.4630,3240.5172,2251.7798,0.9600,0.7600,96.0000,Нитраты_мг_кг,date2,pca,10,none
SVR,-0.1229,-0.1813,0.1889,3299.4314,1898.8986,0.9400,0.7500,96.0000,Нитраты_мг_кг,date2,pca,10,none
GBR,-0.2009,-0.8764,1.1953,3412.0329,2256.3592,0.9100,0.7200,96.0000,Нитраты_мг_кг,date2,pca,10,none
PLSR,-0.2238,-1.0308,1.0800,3444.3889,2295.5755,0.9000,0.7100,96.0000,Нитраты_мг_кг,date2,pca,10,none
XGBoost,-0.3145,-1.2920,1.8021,3569.7700,2504.0205,0.8700,0.6900,96.0000,Нитраты_мг_кг,date2,pca,10,none
ElasticNet,-0.0942,-0.6058,0.9626,3257.0049,2205.9926,0.9600,0.7600,96.0000,Нитраты_мг_кг,date2,poly,20,none
SVR,-0.1233,-0.1817,0.1888,3299.9743,1898.3613,0.9400,0.7500,96.0000,Нитраты_мг_кг,date2,poly,20,none
RF,-0.2653,-1.5558,2.4506,3502.3227,2390.5623,0.8900,0.7000,96.0000,Нитраты_мг_кг,date2,poly,20,none
GBR,-0.4103,-2.5179,4.0542,3697.5989,2603.5605,0.8400,0.6700,96.0000,Нитраты_мг_кг,date2,poly,20,none
XGBoost,-0.6042,-3.4687,5.6495,3943.5461,2722.7494,0.7900,0.6200,96.0000,Нитраты_мг_кг,date2,poly,20,none
PLSR,-1.8375,-1.8860,1.3342,5244.7943,2690.2720,0.5900,0.4700,96.0000,Нитраты_мг_кг,date2,poly,20,none
ElasticNet,-0.0582,-0.5558,0.8628,3203.0008,2216.4279,0.9700,0.7700,96.0000,Нитраты_мг_кг,date2,combined,74,none
SVR,-0.1232,-0.1814,0.1890,3299.9003,1898.0619,0.9400,0.7500,96.0000,Нитраты_мг_кг,date2,combined,74,none
RF,-0.1343,-0.9523,1.6043,3316.1346,2273.4758,0.9400,0.7400,96.0000,Нитраты_мг_кг,date2,combined,74,none
GBR,-0.1588,-0.8015,1.2734,3351.7716,2220.5803,0.9300,0.7300,96.0000,Нитраты_мг_кг,date2,combined,74,none
XGBoost,-0.1916,-1.0190,1.4754,3398.8657,2333.8512,0.9200,0.7200,96.0000,Нитраты_мг_кг,date2,combined,74,none
PLSR,-0.5058,-1.6225,1.7490,3820.6787,2471.8418,0.8100,0.6400,96.0000,Нитраты_мг_кг,date2,combined,74,none
GBR,0.4310,0.3381,0.3222,2087.3564,1249.1064,1.3300,1.2300,192.0000,Нитраты_мг_кг,date2,combined,74,mixup
XGBoost,0.4222,0.3875,0.1737,2103.5394,1166.3234,1.3200,1.2200,192.0000,Нитраты_мг_кг,date2,combined,74,mixup
RF,0.4034,0.3181,0.2521,2137.4059,1382.1159,1.2900,1.2000,192.0000,Нитраты_мг_кг,date2,combined,74,mixup
ElasticNet,0.1361,0.0642,0.1713,2572.1794,1814.5096,1.0800,1.0000,192.0000,Нитраты_мг_кг,date2,combined,74,mixup
SVR,-0.1347,-0.1432,0.0863,2947.8664,1782.3759,0.9400,0.8700,192.0000,Нитраты_мг_кг,date2,combined,74,mixup
GBR,0.5861,0.4381,0.5007,1860.3345,971.7603,1.5500,1.4400,192.0000,Нитраты_мг_кг,date2,combined,74,noise
RF,0.5758,0.5341,0.2031,1883.2061,1125.1717,1.5400,1.4200,192.0000,Нитраты_мг_кг,date2,combined,74,noise
XGBoost,0.5571,0.4123,0.4424,1924.3166,1062.0472,1.5000,1.3900,192.0000,Нитраты_мг_кг,date2,combined,74,noise
ElasticNet,0.2137,0.1428,0.2559,2564.0349,1836.0928,1.1300,1.0400,192.0000,Нитраты_мг_кг,date2,combined,74,noise
SVR,-0.1480,-0.1607,0.0983,3098.1835,1846.3714,0.9300,0.8600,192.0000,Нитраты_мг_кг,date2,combined,74,noise
ElasticNet,-0.0396,-0.4060,0.7299,3174.6535,2145.0487,0.9800,0.7800,96.0000,Нитраты_мг_кг,date2,rf_selected,20,none
SVR,-0.1232,-0.1813,0.1889,3299.8640,1897.9971,0.9400,0.7500,96.0000,Нитраты_мг_кг,date2,rf_selected,20,none
RF,-0.1716,-0.9534,1.5471,3370.2208,2305.8485,0.9200,0.7300,96.0000,Нитраты_мг_кг,date2,rf_selected,20,none
GBR,-0.2241,-0.8680,1.0314,3444.8787,2362.9184,0.9000,0.7100,96.0000,Нитраты_мг_кг,date2,rf_selected,20,none
XGBoost,-0.3326,-1.2079,1.2981,3594.2962,2494.3437,0.8700,0.6800,96.0000,Нитраты_мг_кг,date2,rf_selected,20,none
PLSR,-1.9045,-3.1231,3.5383,5306.4191,2951.6159,0.5900,0.4600,96.0000,Нитраты_мг_кг,date2,rf_selected,20,none
XGBoost,0.3975,0.3078,0.2968,2148.0659,1328.1713,1.2900,1.2000,192.0000,Нитраты_мг_кг,date2,rf_selected,20,mixup
GBR,0.3680,0.2367,0.4172,2200.0262,1385.6750,1.2600,1.1700,192.0000,Нитраты_мг_кг,date2,rf_selected,20,mixup
RF,0.3461,0.2382,0.3468,2237.8269,1443.9573,1.2400,1.1500,192.0000,Нитраты_мг_кг,date2,rf_selected,20,mixup
ElasticNet,0.0623,-0.0101,0.1445,2679.7017,1897.9459,1.0300,0.9600,192.0000,Нитраты_мг_кг,date2,rf_selected,20,mixup
SVR,-0.1348,-0.1433,0.0863,2947.9200,1782.3501,0.9400,0.8700,192.0000,Нитраты_мг_кг,date2,rf_selected,20,mixup
Stacking,-0.1092,,,3279.1772,,0.9500,,,Нитраты_мг_кг,date2,combined,74,none
PLSR,-0.0385,-0.0644,0.1109,137.4909,103.5630,0.9800,1.2100,97.0000,Fe_мг_кг,date2,bands,5,none
ElasticNet,-0.0444,-0.0814,0.0723,137.8758,106.4270,0.9800,1.2100,97.0000,Fe_мг_кг,date2,bands,5,none
SVR,-0.0765,-0.1012,0.1090,139.9819,101.9739,0.9600,1.1900,97.0000,Fe_мг_кг,date2,bands,5,none
RF,-0.2941,-0.3463,0.1682,153.4791,120.0871,0.8800,1.0800,97.0000,Fe_мг_кг,date2,bands,5,none
XGBoost,-0.3628,-0.4386,0.3769,157.4993,124.7483,0.8600,1.0600,97.0000,Fe_мг_кг,date2,bands,5,none
GBR,-0.4050,-0.4839,0.2674,159.9181,124.2052,0.8400,1.0400,97.0000,Fe_мг_кг,date2,bands,5,none
SVR,-0.0744,-0.0985,0.0965,139.8438,102.0194,0.9600,1.1900,97.0000,Fe_мг_кг,date2,indices,44,none
ElasticNet,-0.1010,-0.1255,0.0582,141.5661,108.7134,0.9500,1.1700,97.0000,Fe_мг_кг,date2,indices,44,none
RF,-0.2209,-0.2838,0.1391,149.0771,115.7601,0.9100,1.1200,97.0000,Fe_мг_кг,date2,indices,44,none
XGBoost,-0.4321,-0.5970,0.5549,161.4545,127.4594,0.8400,1.0300,97.0000,Fe_мг_кг,date2,indices,44,none
GBR,-0.5068,-0.6387,0.3781,165.6095,129.8638,0.8100,1.0000,97.0000,Fe_мг_кг,date2,indices,44,none
PLSR,-1.2771,-1.3444,1.1619,203.5900,136.2117,0.6600,0.8200,97.0000,Fe_мг_кг,date2,indices,44,none
XGBoost,0.4855,0.4609,0.1770,92.2579,60.3818,1.3900,1.3100,194.0000,Fe_мг_кг,date2,indices,44,mixup
RF,0.4622,0.4452,0.0822,94.3262,67.9380,1.3600,1.2800,194.0000,Fe_мг_кг,date2,indices,44,mixup
GBR,0.4118,0.3910,0.1523,98.6474,65.1047,1.3000,1.2300,194.0000,Fe_мг_кг,date2,indices,44,mixup
ElasticNet,0.0731,0.0546,0.0604,123.8390,90.4239,1.0400,0.9800,194.0000,Fe_мг_кг,date2,indices,44,mixup
SVR,-0.0413,-0.0604,0.0380,131.2581,91.7072,0.9800,0.9200,194.0000,Fe_мг_кг,date2,indices,44,mixup
SVR,-0.0744,-0.0986,0.0972,139.8479,102.0105,0.9600,1.1900,97.0000,Fe_мг_кг,date2,bands_idx,49,none
ElasticNet,-0.1064,-0.1310,0.0660,141.9105,108.9417,0.9500,1.1700,97.0000,Fe_мг_кг,date2,bands_idx,49,none
RF,-0.2202,-0.2786,0.1842,149.0311,115.9662,0.9100,1.1200,97.0000,Fe_мг_кг,date2,bands_idx,49,none
GBR,-0.3312,-0.4557,0.3471,155.6652,119.3028,0.8700,1.0700,97.0000,Fe_мг_кг,date2,bands_idx,49,none
XGBoost,-0.3800,-0.4739,0.4144,158.4881,121.5911,0.8500,1.0500,97.0000,Fe_мг_кг,date2,bands_idx,49,none
PLSR,-1.0752,-1.2040,1.2273,194.3543,132.0078,0.6900,0.8600,97.0000,Fe_мг_кг,date2,bands_idx,49,none
RF,0.4548,0.4425,0.0623,94.9724,67.7196,1.3500,1.2700,194.0000,Fe_мг_кг,date2,bands_idx,49,mixup
GBR,0.4466,0.4295,0.1043,95.6848,64.8568,1.3400,1.2600,194.0000,Fe_мг_кг,date2,bands_idx,49,mixup
XGBoost,0.4112,0.3957,0.0799,98.6955,64.5237,1.3000,1.2200,194.0000,Fe_мг_кг,date2,bands_idx,49,mixup
ElasticNet,0.0715,0.0529,0.0621,123.9413,90.5890,1.0400,0.9800,194.0000,Fe_мг_кг,date2,bands_idx,49,mixup
SVR,-0.0404,-0.0596,0.0384,131.2013,91.6574,0.9800,0.9200,194.0000,Fe_мг_кг,date2,bands_idx,49,mixup
ElasticNet,-0.0671,-0.1007,0.0620,139.3720,107.4970,0.9700,1.1900,97.0000,Fe_мг_кг,date2,pca,10,none
SVR,-0.0744,-0.0980,0.1032,139.8434,101.8720,0.9600,1.1900,97.0000,Fe_мг_кг,date2,pca,10,none
RF,-0.1917,-0.2120,0.0526,147.2814,115.8679,0.9200,1.1300,97.0000,Fe_мг_кг,date2,pca,10,none
XGBoost,-0.2491,-0.2897,0.1781,150.7890,114.2109,0.8900,1.1000,97.0000,Fe_мг_кг,date2,pca,10,none
PLSR,-0.4039,-0.3648,0.2825,159.8565,118.4021,0.8400,1.0400,97.0000,Fe_мг_кг,date2,pca,10,none
GBR,-0.4789,-0.5195,0.1951,164.0719,124.0887,0.8200,1.0100,97.0000,Fe_мг_кг,date2,pca,10,none
ElasticNet,-0.0662,-0.1029,0.0791,139.3079,107.5275,0.9700,1.1900,97.0000,Fe_мг_кг,date2,poly,20,none
SVR,-0.0768,-0.1015,0.1112,140.0037,101.9566,0.9600,1.1900,97.0000,Fe_мг_кг,date2,poly,20,none
PLSR,-0.2085,-0.2726,0.1824,148.3159,113.2055,0.9100,1.1200,97.0000,Fe_мг_кг,date2,poly,20,none
RF,-0.2563,-0.3056,0.1358,151.2211,118.5754,0.8900,1.1000,97.0000,Fe_мг_кг,date2,poly,20,none
XGBoost,-0.3768,-0.4560,0.3797,158.3048,123.0216,0.8500,1.0500,97.0000,Fe_мг_кг,date2,poly,20,none
GBR,-0.5688,-0.6732,0.2198,168.9869,133.1441,0.8000,0.9800,97.0000,Fe_мг_кг,date2,poly,20,none
SVR,-0.0759,-0.1001,0.1031,139.9398,102.0220,0.9600,1.1900,97.0000,Fe_мг_кг,date2,combined,74,none
ElasticNet,-0.1044,-0.1455,0.0976,141.7840,109.4009,0.9500,1.1700,97.0000,Fe_мг_кг,date2,combined,74,none
RF,-0.2109,-0.2528,0.1704,148.4622,117.1714,0.9100,1.1200,97.0000,Fe_мг_кг,date2,combined,74,none
XGBoost,-0.3474,-0.3767,0.2228,156.6076,123.4186,0.8600,1.0600,97.0000,Fe_мг_кг,date2,combined,74,none
GBR,-0.4235,-0.5000,0.3501,160.9674,127.7140,0.8400,1.0300,97.0000,Fe_мг_кг,date2,combined,74,none
PLSR,-0.5347,-0.6463,0.5504,167.1384,125.9808,0.8100,0.9900,97.0000,Fe_мг_кг,date2,combined,74,none
XGBoost,0.5650,0.5466,0.1011,84.8398,53.8245,1.5200,1.4200,194.0000,Fe_мг_кг,date2,combined,74,mixup
RF,0.4916,0.4754,0.0838,91.7112,65.9724,1.4000,1.3200,194.0000,Fe_мг_кг,date2,combined,74,mixup
GBR,0.4858,0.4657,0.1070,92.2365,60.1709,1.3900,1.3100,194.0000,Fe_мг_кг,date2,combined,74,mixup
ElasticNet,0.0833,0.0611,0.0881,123.1561,89.3573,1.0400,0.9800,194.0000,Fe_мг_кг,date2,combined,74,mixup
SVR,-0.0390,-0.0583,0.0407,131.1084,91.5946,0.9800,0.9200,194.0000,Fe_мг_кг,date2,combined,74,mixup
GBR,0.5085,0.4963,0.1189,86.2375,48.7608,1.4300,1.4500,194.0000,Fe_мг_кг,date2,combined,74,noise
RF,0.4868,0.4784,0.0650,88.1178,56.6390,1.4000,1.4200,194.0000,Fe_мг_кг,date2,combined,74,noise
XGBoost,0.4261,0.3991,0.1421,93.1798,51.9959,1.3200,1.3500,194.0000,Fe_мг_кг,date2,combined,74,noise
ElasticNet,0.0420,0.0183,0.0651,120.3953,87.4496,1.0200,1.0400,194.0000,Fe_мг_кг,date2,combined,74,noise
SVR,-0.0365,-0.0626,0.0488,125.2275,88.1643,0.9800,1.0000,194.0000,Fe_мг_кг,date2,combined,74,noise
ElasticNet,-0.0725,-0.1078,0.0763,139.7207,107.6879,0.9700,1.1900,97.0000,Fe_мг_кг,date2,rf_selected,20,none
SVR,-0.0758,-0.0997,0.1001,139.9380,102.0421,0.9600,1.1900,97.0000,Fe_мг_кг,date2,rf_selected,20,none
RF,-0.1850,-0.2447,0.1774,146.8636,112.8175,0.9200,1.1300,97.0000,Fe_мг_кг,date2,rf_selected,20,none
GBR,-0.2720,-0.3542,0.1888,152.1626,115.1602,0.8900,1.0900,97.0000,Fe_мг_кг,date2,rf_selected,20,none
XGBoost,-0.3366,-0.3944,0.2175,155.9796,120.1758,0.8600,1.0700,97.0000,Fe_мг_кг,date2,rf_selected,20,none
PLSR,-0.7149,-0.6138,0.6822,176.6784,120.1815,0.7600,0.9400,97.0000,Fe_мг_кг,date2,rf_selected,20,none
GBR,0.4949,0.4789,0.0858,91.4125,61.9875,1.4100,1.3200,194.0000,Fe_мг_кг,date2,rf_selected,20,mixup
XGBoost,0.4786,0.4604,0.1078,92.8766,58.7219,1.3800,1.3000,194.0000,Fe_мг_кг,date2,rf_selected,20,mixup
RF,0.4648,0.4543,0.0533,94.0969,66.5212,1.3700,1.2800,194.0000,Fe_мг_кг,date2,rf_selected,20,mixup
ElasticNet,0.0638,0.0464,0.0512,124.4570,90.5801,1.0300,0.9700,194.0000,Fe_мг_кг,date2,rf_selected,20,mixup
SVR,-0.0411,-0.0601,0.0389,131.2440,91.6365,0.9800,0.9200,194.0000,Fe_мг_кг,date2,rf_selected,20,mixup
Stacking,-0.0935,,,141.0796,,0.9600,,,Fe_мг_кг,date2,combined,74,none
ElasticNet,-0.0270,-0.0888,0.1766,11.9932,9.1331,0.9900,1.2700,97.0000,Mn_мг_кг,date2,bands,5,none
SVR,-0.0695,-0.0902,0.0409,12.2392,8.8443,0.9700,1.2400,97.0000,Mn_мг_кг,date2,bands,5,none
PLSR,-0.2108,-0.4966,1.2715,13.0221,9.4138,0.9100,1.1700,97.0000,Mn_мг_кг,date2,bands,5,none
RF,-0.3198,-0.4333,0.2962,13.5959,10.4197,0.8700,1.1200,97.0000,Mn_мг_кг,date2,bands,5,none
XGBoost,-0.5527,-0.6980,0.5903,14.7468,11.0091,0.8000,1.0300,97.0000,Mn_мг_кг,date2,bands,5,none
GBR,-0.6369,-0.7837,0.5936,15.1413,11.3773,0.7800,1.0000,97.0000,Mn_мг_кг,date2,bands,5,none
RF,0.0624,-0.0208,0.2753,11.4596,8.9676,1.0300,1.3300,97.0000,Mn_мг_кг,date2,indices,44,none
GBR,0.0132,-0.0738,0.2461,11.7561,9.3630,1.0100,1.2900,97.0000,Mn_мг_кг,date2,indices,44,none
SVR,0.0076,-0.0101,0.0355,11.7897,8.4228,1.0000,1.2900,97.0000,Mn_мг_кг,date2,indices,44,none
ElasticNet,-0.0317,-0.1696,0.5791,12.0209,8.9834,0.9800,1.2600,97.0000,Mn_мг_кг,date2,indices,44,none
XGBoost,-0.0328,-0.0969,0.1983,12.0273,9.5993,0.9800,1.2600,97.0000,Mn_мг_кг,date2,indices,44,none
PLSR,-0.4875,-0.7307,1.1255,14.4338,9.8177,0.8200,1.0500,97.0000,Mn_мг_кг,date2,indices,44,none
RF,0.2425,0.2729,0.1714,9.8769,6.3347,1.1500,1.4600,194.0000,Mn_мг_кг,date2,indices,44,mixup
GBR,0.1943,0.2286,0.1954,10.1864,6.2381,1.1100,1.4100,194.0000,Mn_мг_кг,date2,indices,44,mixup
ElasticNet,0.1478,0.1541,0.0467,10.4760,7.9502,1.0800,1.3700,194.0000,Mn_мг_кг,date2,indices,44,mixup
SVR,0.1357,0.1335,0.0423,10.5502,7.5224,1.0800,1.3600,194.0000,Mn_мг_кг,date2,indices,44,mixup
XGBoost,0.1116,0.1492,0.2728,10.6963,6.2730,1.0600,1.3400,194.0000,Mn_мг_кг,date2,indices,44,mixup
GBR,0.0550,-0.0465,0.2874,11.5043,9.0264,1.0300,1.3200,97.0000,Mn_мг_кг,date2,bands_idx,49,none
RF,0.0453,-0.0508,0.3159,11.5633,9.0374,1.0200,1.3100,97.0000,Mn_мг_кг,date2,bands_idx,49,none
SVR,0.0025,-0.0158,0.0350,11.8199,8.4623,1.0000,1.2900,97.0000,Mn_мг_кг,date2,bands_idx,49,none
ElasticNet,-0.0328,-0.1711,0.5826,12.0271,8.9615,0.9800,1.2600,97.0000,Mn_мг_кг,date2,bands_idx,49,none
XGBoost,-0.1097,-0.1778,0.1607,12.4667,9.8249,0.9500,1.2200,97.0000,Mn_мг_кг,date2,bands_idx,49,none
PLSR,-0.2695,-0.3853,0.6551,13.3346,9.3711,0.8900,1.1400,97.0000,Mn_мг_кг,date2,bands_idx,49,none
RF,0.2451,0.2788,0.1979,9.8600,6.2578,1.1500,1.4600,194.0000,Mn_мг_кг,date2,bands_idx,49,mixup
GBR,0.1949,0.2308,0.2351,10.1825,6.1969,1.1100,1.4100,194.0000,Mn_мг_кг,date2,bands_idx,49,mixup
ElasticNet,0.1464,0.1526,0.0477,10.4845,7.9437,1.0800,1.3700,194.0000,Mn_мг_кг,date2,bands_idx,49,mixup
SVR,0.1288,0.1274,0.0412,10.5921,7.5228,1.0700,1.3600,194.0000,Mn_мг_кг,date2,bands_idx,49,mixup
XGBoost,0.1202,0.1427,0.2442,10.6445,6.0374,1.0700,1.3500,194.0000,Mn_мг_кг,date2,bands_idx,49,mixup
ElasticNet,0.1026,0.0718,0.1558,11.2111,8.3594,1.0600,1.3600,97.0000,Mn_мг_кг,date2,pca,10,none
SVR,0.0113,-0.0054,0.0506,11.7673,8.3445,1.0100,1.2900,97.0000,Mn_мг_кг,date2,pca,10,none
RF,-0.0052,-0.0744,0.2048,11.8652,8.8524,1.0000,1.2800,97.0000,Mn_мг_кг,date2,pca,10,none
PLSR,-0.1829,-0.3991,1.0785,12.8717,9.3270,0.9200,1.1800,97.0000,Mn_мг_кг,date2,pca,10,none
GBR,-0.1946,-0.2841,0.2348,12.9348,9.6416,0.9100,1.1800,97.0000,Mn_мг_кг,date2,pca,10,none
XGBoost,-0.3780,-0.4714,0.2474,13.8926,10.6329,0.8500,1.0900,97.0000,Mn_мг_кг,date2,pca,10,none
ElasticNet,-0.0126,-0.0738,0.1808,11.9088,9.0449,0.9900,1.2800,97.0000,Mn_мг_кг,date2,poly,20,none
SVR,-0.0694,-0.0902,0.0400,12.2386,8.8672,0.9700,1.2400,97.0000,Mn_мг_кг,date2,poly,20,none
PLSR,-0.1187,-0.2990,0.8357,12.5172,9.3159,0.9500,1.2100,97.0000,Mn_мг_кг,date2,poly,20,none
RF,-0.3058,-0.4045,0.2754,13.5238,10.3412,0.8800,1.1200,97.0000,Mn_мг_кг,date2,poly,20,none
XGBoost,-0.6314,-0.7078,0.4820,15.1160,11.5356,0.7800,1.0100,97.0000,Mn_мг_кг,date2,poly,20,none
GBR,-0.6389,-0.7933,0.6687,15.1505,11.4390,0.7800,1.0000,97.0000,Mn_мг_кг,date2,poly,20,none
GBR,0.0213,-0.1021,0.3518,11.7078,8.9884,1.0100,1.3000,97.0000,Mn_мг_кг,date2,combined,74,none
ElasticNet,0.0127,-0.1052,0.5432,11.7594,8.6884,1.0100,1.2900,97.0000,Mn_мг_кг,date2,combined,74,none
RF,-0.0019,-0.0961,0.2837,11.8457,9.0734,1.0000,1.2800,97.0000,Mn_мг_кг,date2,combined,74,none
SVR,-0.0067,-0.0254,0.0397,11.8742,8.5018,1.0000,1.2800,97.0000,Mn_мг_кг,date2,combined,74,none
XGBoost,-0.0146,-0.1222,0.3009,11.9208,8.9839,0.9900,1.2800,97.0000,Mn_мг_кг,date2,combined,74,none
PLSR,-0.2461,-0.3006,0.5709,13.2110,9.4072,0.9000,1.1500,97.0000,Mn_мг_кг,date2,combined,74,none
GBR,0.3147,0.3466,0.2009,9.3947,5.5758,1.2100,1.5300,194.0000,Mn_мг_кг,date2,combined,74,mixup
RF,0.2399,0.2790,0.2330,9.8941,6.2200,1.1500,1.4500,194.0000,Mn_мг_кг,date2,combined,74,mixup
XGBoost,0.2291,0.2170,0.2165,9.9640,5.7761,1.1400,1.4400,194.0000,Mn_мг_кг,date2,combined,74,mixup
ElasticNet,0.2112,0.2229,0.0577,10.0791,7.4709,1.1300,1.4300,194.0000,Mn_мг_кг,date2,combined,74,mixup
SVR,0.1181,0.1210,0.0462,10.6572,7.5023,1.0600,1.3500,194.0000,Mn_мг_кг,date2,combined,74,mixup
GBR,0.7679,0.7343,0.0953,6.0473,3.6566,2.0800,2.6900,194.0000,Mn_мг_кг,date2,combined,74,noise
XGBoost,0.6987,0.6808,0.0726,6.8903,3.8055,1.8200,2.3600,194.0000,Mn_мг_кг,date2,combined,74,noise
RF,0.6525,0.6236,0.1226,7.3992,4.8810,1.7000,2.2000,194.0000,Mn_мг_кг,date2,combined,74,noise
ElasticNet,0.1973,0.2046,0.0332,11.2459,8.4473,1.1200,1.4400,194.0000,Mn_мг_кг,date2,combined,74,noise
SVR,0.1101,0.1149,0.0445,11.8410,8.2031,1.0600,1.3700,194.0000,Mn_мг_кг,date2,combined,74,noise
RF,0.0541,-0.0400,0.3237,11.5099,8.9322,1.0300,1.3200,97.0000,Mn_мг_кг,date2,rf_selected,20,none
SVR,0.0478,0.0334,0.0434,11.5485,8.2409,1.0200,1.3200,97.0000,Mn_мг_кг,date2,rf_selected,20,none
GBR,-0.0018,-0.1160,0.3176,11.8455,9.5194,1.0000,1.2800,97.0000,Mn_мг_кг,date2,rf_selected,20,none
ElasticNet,-0.0327,-0.1711,0.5826,12.0263,8.9659,0.9800,1.2600,97.0000,Mn_мг_кг,date2,rf_selected,20,none
XGBoost,-0.1069,-0.1695,0.2130,12.4512,9.9870,0.9500,1.2200,97.0000,Mn_мг_кг,date2,rf_selected,20,none
PLSR,-0.3647,-0.5123,0.7534,13.8253,9.5975,0.8600,1.1000,97.0000,Mn_мг_кг,date2,rf_selected,20,none
