wl,idx,r,p,rho,n,element,prep
479.840000,44.000000,0.243850,0.072798,0.131974,55.000000,N_%,raw
481.900000,45.000000,0.230130,0.090978,0.131722,55.000000,N_%,raw
483.960000,46.000000,0.232883,0.087072,0.124831,55.000000,N_%,raw
486.020000,47.000000,0.219588,0.107216,0.126599,55.000000,N_%,raw
488.080000,48.000000,0.218583,0.108874,0.132083,55.000000,N_%,raw
490.150000,49.000000,0.200405,0.142366,0.131036,55.000000,N_%,raw
492.210000,50.000000,0.176468,0.197468,0.133273,55.000000,N_%,raw
494.270000,51.000000,0.194145,0.155520,0.128150,55.000000,N_%,raw
496.340000,52.000000,0.194328,0.155124,0.123027,55.000000,N_%,raw
498.400000,53.000000,0.217420,0.110816,0.126346,55.000000,N_%,raw
50047.000000,54.000000,0.234001,0.085523,0.134175,55.000000,N_%,raw
502.540000,55.000000,0.230881,0.089899,0.136592,55.000000,N_%,raw
504.610000,56.000000,0.245387,0.070956,0.134392,55.000000,N_%,raw
506.680000,57.000000,0.236793,0.081751,0.136809,55.000000,N_%,raw
508.740000,58.000000,0.237527,0.080781,0.132948,55.000000,N_%,raw
510.820000,59.000000,0.230839,0.089959,0.134356,55.000000,N_%,raw
512.890000,60.000000,0.234872,0.084331,0.132371,55.000000,N_%,raw
514.960000,61.000000,0.230517,0.090421,0.133814,55.000000,N_%,raw
517.030000,62.000000,0.229359,0.092097,0.126166,55.000000,N_%,raw
519.110000,63.000000,0.220488,0.105748,0.119816,55.000000,N_%,raw
521.180000,64.000000,0.209871,0.124079,0.112023,55.000000,N_%,raw
523.260000,65.000000,0.216790,0.111880,0.112961,55.000000,N_%,raw
525.330000,66.000000,0.218520,0.108979,0.104194,55.000000,N_%,raw
527.410000,67.000000,0.214386,0.116009,0.099648,55.000000,N_%,raw
529.490000,68.000000,0.211525,0.121075,0.092613,55.000000,N_%,raw
531.570000,69.000000,0.214645,0.115559,0.093515,55.000000,N_%,raw
533.640000,70.000000,0.211779,0.120618,0.090160,55.000000,N_%,raw
535.730000,71.000000,0.209634,0.124513,0.080274,55.000000,N_%,raw
537.810000,72.000000,0.203828,0.135535,0.076450,55.000000,N_%,raw
539.890000,73.000000,0.206985,0.129454,0.076125,55.000000,N_%,raw
541.970000,74.000000,0.198680,0.145905,0.074682,55.000000,N_%,raw
544.050000,75.000000,0.211030,0.121967,0.072481,55.000000,N_%,raw
546.140000,76.000000,0.212976,0.118486,0.076558,55.000000,N_%,raw
548.220000,77.000000,0.220119,0.106349,0.075440,55.000000,N_%,raw
550.310000,78.000000,0.227494,0.094846,0.075223,55.000000,N_%,raw
552.400000,79.000000,0.224843,0.098863,0.066492,55.000000,N_%,raw
554.480000,80.000000,0.219990,0.106559,0.068585,55.000000,N_%,raw
556.570000,81.000000,0.221063,0.104820,0.066348,55.000000,N_%,raw
558.660000,82.000000,0.222644,0.102295,0.076594,55.000000,N_%,raw
560.750000,83.000000,0.215452,0.114164,0.086408,55.000000,N_%,raw
562.840000,84.000000,0.187182,0.171179,0.082836,55.000000,N_%,raw
564.930000,85.000000,0.205150,0.132963,0.083666,55.000000,N_%,raw
567.030000,86.000000,0.203362,0.136450,0.088139,55.000000,N_%,raw
569.120000,87.000000,0.215524,0.114040,0.092288,55.000000,N_%,raw
571.210000,88.000000,0.216251,0.112795,0.098205,55.000000,N_%,raw
573.310000,89.000000,0.219282,0.107718,0.104158,55.000000,N_%,raw
575.400000,90.000000,0.221689,0.103814,0.101416,55.000000,N_%,raw
577.500000,91.000000,0.225468,0.097905,0.106359,55.000000,N_%,raw
579.600000,92.000000,0.228795,0.092922,0.108018,55.000000,N_%,raw
581.700000,93.000000,0.217224,0.111146,0.107405,55.000000,N_%,raw
583.800000,94.000000,0.210488,0.122951,0.114116,55.000000,N_%,raw
585.900000,95.000000,0.213077,0.118307,0.123676,55.000000,N_%,raw
588.000000,96.000000,0.209705,0.124382,0.129557,55.000000,N_%,raw
590.100000,97.000000,0.202544,0.138068,0.126527,55.000000,N_%,raw
592.200000,98.000000,0.186547,0.172663,0.125336,55.000000,N_%,raw
594.300000,99.000000,0.193910,0.156031,0.123676,55.000000,N_%,raw
596.410000,100.000000,0.173416,0.205454,0.120501,55.000000,N_%,raw
598.510000,101.000000,0.197156,0.149085,0.118373,55.000000,N_%,raw
600.620000,102.000000,0.201993,0.139165,0.119996,55.000000,N_%,raw
602.720000,103.000000,0.215456,0.114158,0.120321,55.000000,N_%,raw
604.830000,104.000000,0.226857,0.095800,0.118625,55.000000,N_%,raw
606.940000,105.000000,0.222644,0.102296,0.121620,55.000000,N_%,raw
609.050000,106.000000,0.214771,0.115341,0.118589,55.000000,N_%,raw
611.160000,107.000000,0.220935,0.105025,0.124867,55.000000,N_%,raw
613.270000,108.000000,0.224398,0.099551,0.124614,55.000000,N_%,raw
615.380000,109.000000,0.227998,0.094096,0.129918,55.000000,N_%,raw
617.490000,110.000000,0.232607,0.087457,0.128114,55.000000,N_%,raw
619.600000,111.000000,0.237830,0.080383,0.131866,55.000000,N_%,raw
621.720000,112.000000,0.247414,0.068583,0.130315,55.000000,N_%,raw
623.830000,113.000000,0.241414,0.075796,0.127248,55.000000,N_%,raw
625.950000,114.000000,0.247213,0.068815,0.130676,55.000000,N_%,raw
628.060000,115.000000,0.229089,0.092491,0.130784,55.000000,N_%,raw
630.180000,116.000000,0.206603,0.130179,0.127356,55.000000,N_%,raw
632.300000,117.000000,0.216176,0.112924,0.134716,55.000000,N_%,raw
634.410000,118.000000,0.208557,0.126505,0.137999,55.000000,N_%,raw
636.530000,119.000000,0.205495,0.132299,0.130856,55.000000,N_%,raw
638.530000,120.000000,0.186791,0.172092,0.127212,55.000000,N_%,raw
640.770000,121.000000,0.198298,0.146697,0.121836,55.000000,N_%,raw
642.900000,122.000000,0.195423,0.152764,0.124867,55.000000,N_%,raw
645.020000,123.000000,0.204143,0.134919,0.120249,55.000000,N_%,raw
647.140000,124.000000,0.207498,0.128487,0.119744,55.000000,N_%,raw
649.270000,125.000000,0.213846,0.116953,0.118445,55.000000,N_%,raw
651.390000,126.000000,0.226045,0.097026,0.116858,55.000000,N_%,raw
653.520000,127.000000,0.223563,0.100851,0.114043,55.000000,N_%,raw
655.640000,128.000000,0.227538,0.094780,0.118084,55.000000,N_%,raw
657.770000,129.000000,0.222116,0.103133,0.122774,55.000000,N_%,raw
659.900000,130.000000,0.227631,0.094642,0.131541,55.000000,N_%,raw
662.030000,131.000000,0.227162,0.095343,0.131541,55.000000,N_%,raw
664.160000,132.000000,0.234398,0.084978,0.130495,55.000000,N_%,raw
666.290000,133.000000,0.227655,0.094606,0.131578,55.000000,N_%,raw
668.420000,134.000000,0.228363,0.093557,0.134211,55.000000,N_%,raw
670.550000,135.000000,0.225454,0.097926,0.131758,55.000000,N_%,raw
672.690000,136.000000,0.225833,0.097348,0.130892,55.000000,N_%,raw
674.820000,137.000000,0.218277,0.109382,0.129485,55.000000,N_%,raw
676.950000,138.000000,0.210000,0.123842,0.127681,55.000000,N_%,raw
679.090000,139.000000,0.219288,0.107709,0.127248,55.000000,N_%,raw
681.230000,140.000000,0.226161,0.096850,0.125625,55.000000,N_%,raw
683.360000,141.000000,0.227898,0.094245,0.126815,55.000000,N_%,raw
685.500000,142.000000,0.235448,0.083552,0.118084,55.000000,N_%,raw
687.640000,143.000000,0.230444,0.090527,0.140345,55.000000,N_%,raw
689.780000,144.000000,0.238715,0.079231,0.138937,55.000000,N_%,raw
691.920000,145.000000,0.229228,0.092288,0.132985,55.000000,N_%,raw
694.060000,146.000000,0.235910,0.082930,0.135907,55.000000,N_%,raw
696.200000,147.000000,0.220191,0.106231,0.132552,55.000000,N_%,raw
698.350000,148.000000,0.203954,0.135288,0.120177,55.000000,N_%,raw
700.490000,149.000000,0.204466,0.134289,0.119816,55.000000,N_%,raw
702.630000,150.000000,0.193862,0.156136,0.112961,55.000000,N_%,raw
704.780000,151.000000,0.195426,0.152758,0.096149,55.000000,N_%,raw
706.920000,152.000000,0.181488,0.184815,0.081753,55.000000,N_%,raw
709.070000,153.000000,0.197568,0.148221,0.071904,55.000000,N_%,raw
711.220000,154.000000,0.198484,0.146312,0.061189,55.000000,N_%,raw
713.370000,155.000000,0.209613,0.124552,0.067286,55.000000,N_%,raw
715.520000,156.000000,0.213059,0.118339,0.073383,55.000000,N_%,raw
717.670000,157.000000,0.210915,0.122175,0.070677,55.000000,N_%,raw
719.820000,158.000000,0.213321,0.117876,0.062307,55.000000,N_%,raw
721.970000,159.000000,0.213192,0.118102,0.062668,55.000000,N_%,raw
724.120000,160.000000,0.216908,0.111680,0.060359,55.000000,N_%,raw
726.280000,161.000000,0.212559,0.119224,0.055488,55.000000,N_%,raw
728.430000,162.000000,0.206279,0.130797,0.051231,55.000000,N_%,raw
730.580000,163.000000,0.202815,0.137530,0.046974,55.000000,N_%,raw
732.740000,164.000000,0.198379,0.146529,0.049066,55.000000,N_%,raw
734.900000,165.000000,0.196930,0.149562,0.048237,55.000000,N_%,raw
737.050000,166.000000,0.186185,0.173511,0.052494,55.000000,N_%,raw
739.210000,167.000000,0.193677,0.156539,0.057184,55.000000,N_%,raw
741.370000,168.000000,0.186549,0.172657,0.055308,55.000000,N_%,raw
743.530000,169.000000,0.198426,0.146431,0.051917,55.000000,N_%,raw
745.690000,170.000000,0.203402,0.136371,0.047587,55.000000,N_%,raw
747.850000,171.000000,0.202797,0.137566,0.046325,55.000000,N_%,raw
750.020000,172.000000,0.194012,0.155809,0.048597,55.000000,N_%,raw
752.180000,173.000000,0.190673,0.163191,0.034347,55.000000,N_%,raw
754.340000,174.000000,0.172191,0.208721,0.024353,55.000000,N_%,raw
756.510000,175.000000,0.176716,0.196826,0.018941,55.000000,N_%,raw
758.670000,176.000000,0.167884,0.220505,0.026121,55.000000,N_%,raw
760.840000,177.000000,0.178568,0.192100,0.044160,55.000000,N_%,raw
763.010000,178.000000,0.179123,0.190700,0.063714,55.000000,N_%,raw
765.180000,179.000000,0.193638,0.156623,0.072878,55.000000,N_%,raw
767.340000,180.000000,0.192472,0.159182,0.074754,55.000000,N_%,raw
769.510000,181.000000,0.199270,0.144688,0.075331,55.000000,N_%,raw
771.680000,182.000000,0.194575,0.154589,0.076594,55.000000,N_%,raw
773.860000,183.000000,0.191813,0.160642,0.067971,55.000000,N_%,raw
776.030000,184.000000,0.188143,0.168954,0.060179,55.000000,N_%,raw
778.200000,185.000000,0.191456,0.161438,0.061189,55.000000,N_%,raw
780.370000,186.000000,0.180939,0.186169,0.061910,55.000000,N_%,raw
782.550000,187.000000,0.189510,0.165821,0.059313,55.000000,N_%,raw
784.720000,188.000000,0.189465,0.165923,0.056932,55.000000,N_%,raw
786.900000,189.000000,0.188801,0.167440,0.062812,55.000000,N_%,raw
789.080000,190.000000,0.190414,0.163774,0.065193,55.000000,N_%,raw
791.250000,191.000000,0.189248,0.166419,0.062668,55.000000,N_%,raw
793.430000,192.000000,0.172315,0.208390,0.052999,55.000000,N_%,raw
795.610000,193.000000,0.181950,0.183679,0.052783,55.000000,N_%,raw
797.790000,194.000000,0.184806,0.176777,0.044485,55.000000,N_%,raw
799.970000,195.000000,0.184230,0.178154,0.056138,55.000000,N_%,raw
802.150000,196.000000,0.173737,0.204602,0.055416,55.000000,N_%,raw
804.340000,197.000000,0.190195,0.164269,0.061946,55.000000,N_%,raw
806.520000,198.000000,0.194747,0.154218,0.063931,55.000000,N_%,raw
808.710000,199.000000,0.206462,0.130448,0.058699,55.000000,N_%,raw
810.890000,200.000000,0.221247,0.104523,0.049968,55.000000,N_%,raw
813.080000,201.000000,0.207084,0.129268,0.057004,55.000000,N_%,raw
815.260000,202.000000,0.205508,0.132273,0.060575,55.000000,N_%,raw
817.450000,203.000000,0.208930,0.125812,0.063029,55.000000,N_%,raw
819.640000,204.000000,0.210461,0.123000,0.064147,55.000000,N_%,raw
821.830000,205.000000,0.202387,0.138379,0.065951,55.000000,N_%,raw
824.020000,206.000000,0.197336,0.148707,0.067791,55.000000,N_%,raw
826.210000,207.000000,0.196432,0.150615,0.061513,55.000000,N_%,raw
828.400000,208.000000,0.191923,0.160398,0.060467,55.000000,N_%,raw
830.590000,209.000000,0.190062,0.164569,0.057833,55.000000,N_%,raw
832.790000,210.000000,0.178707,0.191750,0.054695,55.000000,N_%,raw
834.980000,211.000000,0.185081,0.176123,0.054803,55.000000,N_%,raw
837.170000,212.000000,0.192787,0.158489,0.054550,55.000000,N_%,raw
839.370000,213.000000,0.188360,0.168453,0.047912,55.000000,N_%,raw
841.570000,214.000000,0.188636,0.167819,0.046361,55.000000,N_%,raw
543.760000,215.000000,0.186196,0.173486,0.046794,55.000000,N_%,raw
845.960000,216.000000,0.181520,0.184735,0.054911,55.000000,N_%,raw
848.160000,217.000000,0.178225,0.192970,0.050149,55.000000,N_%,raw
850.360000,218.000000,0.177429,0.194997,0.052422,55.000000,N_%,raw
852.560000,219.000000,0.172691,0.207385,0.057978,55.000000,N_%,raw
854.760000,220.000000,0.158889,0.246593,0.055561,55.000000,N_%,raw
856.960000,221.000000,0.176456,0.197497,0.057401,55.000000,N_%,raw
859.170000,222.000000,0.185322,0.175551,0.053432,55.000000,N_%,raw
861.370000,223.000000,0.181636,0.184449,0.051664,55.000000,N_%,raw
863.570000,224.000000,0.180621,0.186956,0.056571,55.000000,N_%,raw
865.780000,225.000000,0.178732,0.191686,0.056102,55.000000,N_%,raw
867.990000,226.000000,0.174763,0.201900,0.046541,55.000000,N_%,raw
870.190000,227.000000,0.183607,0.179652,0.043330,55.000000,N_%,raw
872.400000,228.000000,0.189563,0.165701,0.044954,55.000000,N_%,raw
874.610000,229.000000,0.187927,0.169452,0.049463,55.000000,N_%,raw
876.820000,230.000000,0.181879,0.183853,0.047443,55.000000,N_%,raw
879.030000,231.000000,0.191994,0.160241,0.042428,55.000000,N_%,raw
881.240000,232.000000,0.204295,0.134623,0.060972,55.000000,N_%,raw
883.450000,233.000000,0.198920,0.145409,0.062993,55.000000,N_%,raw
885.660000,234.000000,0.199162,0.144909,0.071146,55.000000,N_%,raw
887.880000,235.000000,0.194831,0.154037,0.059277,55.000000,N_%,raw
890.090000,236.000000,0.195407,0.152799,0.058122,55.000000,N_%,raw
892.310000,237.000000,0.189476,0.165898,0.047912,55.000000,N_%,raw
984.520000,238.000000,0.177979,0.193596,0.049535,55.000000,N_%,raw
896.740000,239.000000,0.176169,0.198238,0.040624,55.000000,N_%,raw
898.960000,240.000000,0.151165,0.270607,0.028321,55.000000,N_%,raw
901.180000,241.000000,0.184721,0.176979,0.028718,55.000000,N_%,raw
903.390000,242.000000,0.193632,0.156637,0.039181,55.000000,N_%,raw
905.610000,243.000000,0.200096,0.142996,0.047623,55.000000,N_%,raw
907.840000,244.000000,0.209268,0.125188,0.031316,55.000000,N_%,raw
910.060000,245.000000,0.211408,0.121285,0.029223,55.000000,N_%,raw
912.280000,246.000000,0.225311,0.098146,0.022369,55.000000,N_%,raw
914.500000,247.000000,0.210555,0.122830,0.030017,55.000000,N_%,raw
916.730000,248.000000,0.186644,0.172436,0.038856,55.000000,N_%,raw
918.950000,249.000000,0.199305,0.144615,0.039073,55.000000,N_%,raw
921.180000,250.000000,0.210372,0.123163,0.035176,55.000000,N_%,raw
923.400000,251.000000,0.209352,0.125032,0.037197,55.000000,N_%,raw
925.630000,252.000000,0.213583,0.117415,0.025616,55.000000,N_%,raw
927.860000,253.000000,0.205804,0.131704,0.016812,55.000000,N_%,raw
930.090000,254.000000,0.199178,0.144876,0.002345,55.000000,N_%,raw
932.320000,255.000000,0.197053,0.149302,-0.012086,55.000000,N_%,raw
934.550000,256.000000,0.197987,0.147344,0.008190,55.000000,N_%,raw
936.780000,257.000000,0.172705,0.207347,0.034888,55.000000,N_%,raw
939.010000,258.000000,0.125334,0.361900,0.046685,55.000000,N_%,raw
941.240000,259.000000,0.178329,0.192705,0.043077,55.000000,N_%,raw
943.480000,260.000000,0.186438,0.172919,0.044268,55.000000,N_%,raw
945.710000,261.000000,0.186473,0.172837,0.059277,55.000000,N_%,raw
947.950000,262.000000,0.186836,0.171986,0.065266,55.000000,N_%,raw
950.180000,263.000000,0.189643,0.165518,0.072517,55.000000,N_%,raw
952.420000,264.000000,0.199138,0.144960,0.063065,55.000000,N_%,raw
954.660000,265.000000,0.200830,0.141505,0.061369,55.000000,N_%,raw
956.900000,266.000000,0.204495,0.134233,0.077893,55.000000,N_%,raw
959.140000,267.000000,0.199578,0.144056,0.055416,55.000000,N_%,raw
961.380000,268.000000,0.201429,0.140296,0.038135,55.000000,N_%,raw
963.620000,269.000000,0.198146,0.147013,0.031027,55.000000,N_%,raw
965.860000,270.000000,0.195507,0.152584,0.045567,55.000000,N_%,raw
968.100000,271.000000,0.195189,0.153266,0.051484,55.000000,N_%,raw
970.350000,272.000000,0.190878,0.162731,0.042103,55.000000,N_%,raw
972.590000,273.000000,0.201108,0.140943,0.038423,55.000000,N_%,raw
974.840000,274.000000,0.204404,0.134409,0.031821,55.000000,N_%,raw
977.080000,275.000000,0.202110,0.138933,0.019987,55.000000,N_%,raw
979.330000,276.000000,0.207775,0.127965,0.016740,55.000000,N_%,raw
981.580000,277.000000,0.206368,0.130627,-0.003860,55.000000,N_%,raw
983.820000,278.000000,0.202677,0.137803,0.012447,55.000000,N_%,raw
986.070000,279.000000,0.205007,0.133239,0.023776,55.000000,N_%,raw
988.320000,280.000000,0.210531,0.122873,0.033481,55.000000,N_%,raw
990.570000,281.000000,0.207467,0.128544,0.023956,55.000000,N_%,raw
992.830000,282.000000,0.206857,0.129696,0.026049,55.000000,N_%,raw
995.080000,283.000000,0.203373,0.136428,0.026950,55.000000,N_%,raw
997.330000,284.000000,0.196606,0.150246,0.029801,55.000000,N_%,raw
999.590000,285.000000,0.203162,0.136844,0.029548,55.000000,N_%,raw
1001.840000,286.000000,0.202783,0.137594,0.036583,55.000000,N_%,raw
1004.100000,287.000000,0.203845,0.135502,0.021791,55.000000,N_%,raw
1006.350000,288.000000,0.207595,0.128304,0.019158,55.000000,N_%,raw
1008.610000,289.000000,0.213042,0.118367,0.013854,55.000000,N_%,raw
1010.870000,290.000000,0.218591,0.108860,-0.004438,55.000000,N_%,raw
1013.130000,291.000000,0.213622,0.117345,-0.009922,55.000000,N_%,raw
1015.390000,292.000000,0.219030,0.108134,-0.009813,55.000000,N_%,raw
1017.650000,293.000000,0.208895,0.125877,-0.007757,55.000000,N_%,raw
1019.910000,294.000000,0.199629,0.143951,0.003355,55.000000,N_%,raw
1022.170000,295.000000,0.195291,0.153048,0.014576,55.000000,N_%,raw
1024.430000,296.000000,0.194353,0.155070,0.025832,55.000000,N_%,raw
1026.700000,297.000000,0.196080,0.151363,0.067178,55.000000,N_%,raw
1028.960000,298.000000,0.198895,0.145460,0.066709,55.000000,N_%,raw
1031.230000,299.000000,0.201757,0.139637,0.054045,55.000000,N_%,raw
390.040000,0.000000,0.201137,0.140884,0.243243,55.000000,P_%,raw
392.070000,1.000000,0.203185,0.136799,0.257455,55.000000,P_%,raw
394.090000,2.000000,0.201763,0.139626,0.279588,55.000000,P_%,raw
396.120000,3.000000,0.200037,0.143115,0.283168,55.000000,P_%,raw
398.140000,4.000000,0.198641,0.145985,0.276948,55.000000,P_%,raw
400.170000,5.000000,0.197692,0.147962,0.275393,55.000000,P_%,raw
402.200000,6.000000,0.189117,0.166717,0.260746,55.000000,P_%,raw
404.220000,7.000000,0.195851,0.151850,0.249029,55.000000,P_%,raw
406.250000,8.000000,0.196794,0.149848,0.245159,55.000000,P_%,raw
408.280000,9.000000,0.203264,0.136642,0.243170,55.000000,P_%,raw
410.310000,10.000000,0.207773,0.127970,0.237131,55.000000,P_%,raw
412.350000,11.000000,0.207893,0.127744,0.238939,55.000000,P_%,raw
414.380000,12.000000,0.212849,0.118710,0.238469,55.000000,P_%,raw
416.410000,13.000000,0.210642,0.122671,0.236444,55.000000,P_%,raw
418.450000,14.000000,0.215850,0.113482,0.244870,55.000000,P_%,raw
420.480000,15.000000,0.210321,0.123256,0.249680,55.000000,P_%,raw
422.520000,16.000000,0.212220,0.119829,0.260059,55.000000,P_%,raw
424.550000,17.000000,0.209301,0.125127,0.263386,55.000000,P_%,raw
426.590000,18.000000,0.213649,0.117298,0.269172,55.000000,P_%,raw
428.630000,19.000000,0.208428,0.126744,0.267003,55.000000,P_%,raw
430.670000,20.000000,0.208309,0.126967,0.263422,55.000000,P_%,raw
432.710000,21.000000,0.207376,0.128716,0.259300,55.000000,P_%,raw
434.750000,22.000000,0.209082,0.125531,0.256985,55.000000,P_%,raw
436.790000,23.000000,0.208346,0.126898,0.255828,55.000000,P_%,raw
438.830000,24.000000,0.217318,0.110988,0.255430,55.000000,P_%,raw
440.870000,25.000000,0.213457,0.117635,0.254526,55.000000,P_%,raw
442.920000,26.000000,0.218280,0.109377,0.244327,55.000000,P_%,raw
444.960000,27.000000,0.218193,0.109523,0.241145,55.000000,P_%,raw
447.010000,28.000000,0.227329,0.095092,0.243821,55.000000,P_%,raw
449.050000,29.000000,0.221709,0.103783,0.244291,55.000000,P_%,raw
451.100000,30.000000,0.234704,0.084560,0.245232,55.000000,P_%,raw
453.150000,31.000000,0.224133,0.099962,0.241036,55.000000,P_%,raw
455.200000,32.000000,0.226524,0.096301,0.243713,55.000000,P_%,raw
457.250000,33.000000,0.223951,0.100245,0.238035,55.000000,P_%,raw
459.300000,34.000000,0.232463,0.087660,0.239192,55.000000,P_%,raw
461.350000,35.000000,0.224149,0.099937,0.230259,55.000000,P_%,raw
463.400000,36.000000,0.231756,0.088655,0.225269,55.000000,P_%,raw
465.450000,37.000000,0.224421,0.099515,0.227330,55.000000,P_%,raw
467.500000,38.000000,0.231504,0.089011,0.231272,55.000000,P_%,raw
469.560000,39.000000,0.225063,0.098525,0.232176,55.000000,P_%,raw
471.610000,40.000000,0.227603,0.094684,0.230838,55.000000,P_%,raw
473.670000,41.000000,0.219502,0.107357,0.234491,55.000000,P_%,raw
475.730000,42.000000,0.215311,0.114407,0.230874,55.000000,P_%,raw
477.780000,43.000000,0.222080,0.103190,0.226896,55.000000,P_%,raw
479.840000,44.000000,0.242122,0.074914,0.229609,55.000000,P_%,raw
481.900000,45.000000,0.232462,0.087660,0.229355,55.000000,P_%,raw
483.960000,46.000000,0.238262,0.079819,0.222882,55.000000,P_%,raw
486.020000,47.000000,0.227082,0.095463,0.221254,55.000000,P_%,raw
488.080000,48.000000,0.230708,0.090147,0.226571,55.000000,P_%,raw
490.150000,49.000000,0.218338,0.109281,0.225667,55.000000,P_%,raw
492.210000,50.000000,0.209374,0.124991,0.230440,55.000000,P_%,raw
494.270000,51.000000,0.216231,0.112829,0.227981,55.000000,P_%,raw
496.340000,52.000000,0.222152,0.103076,0.222412,55.000000,P_%,raw
498.400000,53.000000,0.233757,0.085859,0.226137,55.000000,P_%,raw
50047.000000,54.000000,0.250563,0.065023,0.230296,55.000000,P_%,raw
502.540000,55.000000,0.236807,0.081733,0.233550,55.000000,P_%,raw
504.610000,56.000000,0.243120,0.073686,0.233333,55.000000,P_%,raw
506.680000,57.000000,0.236086,0.082694,0.235033,55.000000,P_%,raw
508.740000,58.000000,0.236292,0.082418,0.231923,55.000000,P_%,raw
510.820000,59.000000,0.234521,0.084811,0.234563,55.000000,P_%,raw
512.890000,60.000000,0.241999,0.075067,0.237529,55.000000,P_%,raw
514.960000,61.000000,0.239858,0.077761,0.244110,55.000000,P_%,raw
517.030000,62.000000,0.247974,0.067939,0.247980,55.000000,P_%,raw
519.110000,63.000000,0.239986,0.077598,0.248197,55.000000,P_%,raw
521.180000,64.000000,0.244243,0.072323,0.241977,55.000000,P_%,raw
523.260000,65.000000,0.243044,0.073779,0.236733,55.000000,P_%,raw
525.330000,66.000000,0.250823,0.064736,0.236552,55.000000,P_%,raw
527.410000,67.000000,0.245177,0.071206,0.232972,55.000000,P_%,raw
529.490000,68.000000,0.252274,0.063152,0.232176,55.000000,P_%,raw
531.570000,69.000000,0.249121,0.066634,0.235612,55.000000,P_%,raw
533.640000,70.000000,0.256965,0.058242,0.231236,55.000000,P_%,raw
535.730000,71.000000,0.248067,0.067832,0.230296,55.000000,P_%,raw
537.810000,72.000000,0.251899,0.063558,0.227547,55.000000,P_%,raw
539.890000,73.000000,0.246930,0.069144,0.226390,55.000000,P_%,raw
541.970000,74.000000,0.250195,0.065432,0.227511,55.000000,P_%,raw
544.050000,75.000000,0.247652,0.068309,0.229211,55.000000,P_%,raw
