feature,element,pearson_r,p_value,abs_r
Red_glcm_correlation_std,Zn_мг_кг,0.0510,0.6143,0.0510
Red_glcm_correlation_std,Co_мг_кг,0.0351,0.7885,0.0351
Red_glcm_ASM_mean,N_%,-0.0058,0.9545,0.0058
Red_glcm_ASM_mean,P_%,0.0047,0.9629,0.0047
Red_glcm_ASM_mean,K_%,0.0902,0.3723,0.0902
Red_glcm_ASM_mean,Ca_%,-0.1813,0.0711,0.1813
Red_glcm_ASM_mean,Mg_%,0.0116,0.9089,0.0116
Red_glcm_ASM_mean,S_%,0.1937,0.0535,0.1937
Red_glcm_ASM_mean,Нитраты_мг_кг,0.1122,0.2665,0.1122
Red_glcm_ASM_mean,Fe_мг_кг,-0.2193,0.0284,0.2193
Red_glcm_ASM_mean,Mn_мг_кг,0.1045,0.3010,0.1045
Red_glcm_ASM_mean,Cu_мг_кг,0.0886,0.3883,0.0886
Red_glcm_ASM_mean,Zn_мг_кг,0.0651,0.5197,0.0651
Red_glcm_ASM_mean,Co_мг_кг,0.1375,0.2905,0.1375
Red_glcm_ASM_std,N_%,-0.0007,0.9942,0.0007
Red_glcm_ASM_std,P_%,-0.0145,0.8860,0.0145
Red_glcm_ASM_std,K_%,0.0366,0.7175,0.0366
Red_glcm_ASM_std,Ca_%,-0.1347,0.1814,0.1347
Red_glcm_ASM_std,Mg_%,-0.0202,0.8423,0.0202
Red_glcm_ASM_std,S_%,0.0248,0.8066,0.0248
Red_glcm_ASM_std,Нитраты_мг_кг,0.0276,0.7851,0.0276
Red_glcm_ASM_std,Fe_мг_кг,-0.3194,0.0012,0.3194
Red_glcm_ASM_std,Mn_мг_кг,0.0663,0.5125,0.0663
Red_glcm_ASM_std,Cu_мг_кг,-0.0571,0.5785,0.0571
Red_glcm_ASM_std,Zn_мг_кг,-0.0092,0.9273,0.0092
Red_glcm_ASM_std,Co_мг_кг,0.0108,0.9339,0.0108
Red_lbp_bin0,N_%,-0.1743,0.0828,0.1743
Red_lbp_bin0,P_%,-0.4058,0.0000,0.4058
Red_lbp_bin0,K_%,-0.2761,0.0054,0.2761
Red_lbp_bin0,Ca_%,0.0479,0.6357,0.0479
Red_lbp_bin0,Mg_%,0.1824,0.0694,0.1824
Red_lbp_bin0,S_%,-0.1740,0.0834,0.1740
Red_lbp_bin0,Нитраты_мг_кг,-0.2870,0.0038,0.2870
Red_lbp_bin0,Fe_мг_кг,0.0652,0.5196,0.0652
Red_lbp_bin0,Mn_мг_кг,0.1962,0.0504,0.1962
Red_lbp_bin0,Cu_мг_кг,0.0149,0.8847,0.0149
Red_lbp_bin0,Zn_мг_кг,-0.0275,0.7858,0.0275
Red_lbp_bin0,Co_мг_кг,-0.0647,0.6204,0.0647
Red_lbp_bin1,N_%,0.1071,0.2889,0.1071
Red_lbp_bin1,P_%,0.1892,0.0594,0.1892
Red_lbp_bin1,K_%,0.1928,0.0546,0.1928
Red_lbp_bin1,Ca_%,-0.1281,0.2039,0.1281
Red_lbp_bin1,Mg_%,-0.1410,0.1616,0.1410
Red_lbp_bin1,S_%,0.1588,0.1145,0.1588
Red_lbp_bin1,Нитраты_мг_кг,0.1986,0.0476,0.1986
Red_lbp_bin1,Fe_мг_кг,-0.1179,0.2428,0.1179
Red_lbp_bin1,Mn_мг_кг,-0.0055,0.9567,0.0055
Red_lbp_bin1,Cu_мг_кг,0.0888,0.3869,0.0888
Red_lbp_bin1,Zn_мг_кг,0.1070,0.2892,0.1070
Red_lbp_bin1,Co_мг_кг,0.0859,0.5102,0.0859
Red_lbp_bin2,N_%,0.1189,0.2385,0.1189
Red_lbp_bin2,P_%,0.3170,0.0013,0.3170
Red_lbp_bin2,K_%,0.1959,0.0508,0.1959
Red_lbp_bin2,Ca_%,-0.0384,0.7042,0.0384
Red_lbp_bin2,Mg_%,-0.1874,0.0619,0.1874
Red_lbp_bin2,S_%,0.2056,0.0401,0.2056
Red_lbp_bin2,Нитраты_мг_кг,0.2112,0.0349,0.2112
Red_lbp_bin2,Fe_мг_кг,0.0432,0.6694,0.0432
Red_lbp_bin2,Mn_мг_кг,-0.1849,0.0655,0.1849
Red_lbp_bin2,Cu_мг_кг,0.0019,0.9854,0.0019
Red_lbp_bin2,Zn_мг_кг,-0.0117,0.9082,0.0117
Red_lbp_bin2,Co_мг_кг,0.1440,0.2682,0.1440
Red_lbp_bin3,N_%,0.2043,0.0415,0.2043
Red_lbp_bin3,P_%,0.3846,0.0001,0.3846
Red_lbp_bin3,K_%,0.2465,0.0134,0.2465
Red_lbp_bin3,Ca_%,0.1135,0.2608,0.1135
Red_lbp_bin3,Mg_%,-0.1997,0.0464,0.1997
Red_lbp_bin3,S_%,0.0877,0.3858,0.0877
Red_lbp_bin3,Нитраты_мг_кг,0.2053,0.0404,0.2053
Red_lbp_bin3,Fe_мг_кг,-0.1269,0.2082,0.1269
Red_lbp_bin3,Mn_мг_кг,-0.2337,0.0193,0.2337
Red_lbp_bin3,Cu_мг_кг,-0.1565,0.1259,0.1565
Red_lbp_bin3,Zn_мг_кг,-0.0143,0.8877,0.0143
Red_lbp_bin3,Co_мг_кг,-0.0738,0.5721,0.0738
Red_lbp_bin4,N_%,0.1602,0.1113,0.1602
Red_lbp_bin4,P_%,0.3295,0.0008,0.3295
Red_lbp_bin4,K_%,0.2244,0.0248,0.2244
Red_lbp_bin4,Ca_%,0.0025,0.9800,0.0025
Red_lbp_bin4,Mg_%,-0.2139,0.0326,0.2139
Red_lbp_bin4,S_%,0.1620,0.1074,0.1620
Red_lbp_bin4,Нитраты_мг_кг,0.2462,0.0135,0.2462
Red_lbp_bin4,Fe_мг_кг,0.0023,0.9816,0.0023
Red_lbp_bin4,Mn_мг_кг,-0.2249,0.0245,0.2249
Red_lbp_bin4,Cu_мг_кг,-0.1240,0.2262,0.1240
Red_lbp_bin4,Zn_мг_кг,-0.0817,0.4192,0.0817
Red_lbp_bin4,Co_мг_кг,-0.0975,0.4547,0.0975
Red_lbp_bin5,N_%,0.1798,0.0734,0.1798
Red_lbp_bin5,P_%,0.0796,0.4314,0.0796
Red_lbp_bin5,K_%,0.1275,0.2063,0.1275
Red_lbp_bin5,Ca_%,-0.0033,0.9743,0.0033
Red_lbp_bin5,Mg_%,-0.1105,0.2737,0.1105
Red_lbp_bin5,S_%,0.0335,0.7409,0.0335
Red_lbp_bin5,Нитраты_мг_кг,0.2490,0.0125,0.2490
Red_lbp_bin5,Fe_мг_кг,-0.0279,0.7832,0.0279
Red_lbp_bin5,Mn_мг_кг,-0.0502,0.6197,0.0502
Red_lbp_bin5,Cu_мг_кг,0.0226,0.8257,0.0226
Red_lbp_bin5,Zn_мг_кг,0.0298,0.7688,0.0298
Red_lbp_bin5,Co_мг_кг,-0.1029,0.4300,0.1029
Red_lbp_bin6,N_%,-0.0770,0.4463,0.0770
Red_lbp_bin6,P_%,-0.2073,0.0385,0.2073
Red_lbp_bin6,K_%,-0.0607,0.5484,0.0607
Red_lbp_bin6,Ca_%,-0.0181,0.8578,0.0181
Red_lbp_bin6,Mg_%,0.0627,0.5354,0.0627
Red_lbp_bin6,S_%,-0.1223,0.2256,0.1223
Red_lbp_bin6,Нитраты_мг_кг,-0.1327,0.1882,0.1327
Red_lbp_bin6,Fe_мг_кг,-0.0101,0.9204,0.0101
Red_lbp_bin6,Mn_мг_кг,0.1251,0.2148,0.1251
Red_lbp_bin6,Cu_мг_кг,0.0360,0.7263,0.0360
Red_lbp_bin6,Zn_мг_кг,0.0223,0.8256,0.0223
Red_lbp_bin6,Co_мг_кг,0.0270,0.8362,0.0270
Red_lbp_bin7,N_%,-0.2400,0.0162,0.2400
Red_lbp_bin7,P_%,-0.3759,0.0001,0.3759
Red_lbp_bin7,K_%,-0.3052,0.0020,0.3052
Red_lbp_bin7,Ca_%,-0.0249,0.8061,0.0249
Red_lbp_bin7,Mg_%,0.2930,0.0031,0.2930
Red_lbp_bin7,S_%,-0.1759,0.0800,0.1759
Red_lbp_bin7,Нитраты_мг_кг,-0.3077,0.0018,0.3077
Red_lbp_bin7,Fe_мг_кг,0.0707,0.4844,0.0707
Red_lbp_bin7,Mn_мг_кг,0.2284,0.0223,0.2284
Red_lbp_bin7,Cu_мг_кг,0.1078,0.2934,0.1078
Red_lbp_bin7,Zn_мг_кг,0.0232,0.8190,0.0232
Red_lbp_bin7,Co_мг_кг,0.0551,0.6730,0.0551
NIR_glcm_contrast_mean,N_%,-0.2828,0.0044,0.2828
NIR_glcm_contrast_mean,P_%,0.0569,0.5736,0.0569
NIR_glcm_contrast_mean,K_%,-0.0089,0.9299,0.0089
NIR_glcm_contrast_mean,Ca_%,-0.3983,0.0000,0.3983
NIR_glcm_contrast_mean,Mg_%,0.1819,0.0700,0.1819
NIR_glcm_contrast_mean,S_%,-0.0802,0.4277,0.0802
NIR_glcm_contrast_mean,Нитраты_мг_кг,-0.0910,0.3679,0.0910
NIR_glcm_contrast_mean,Fe_мг_кг,0.0941,0.3519,0.0941
NIR_glcm_contrast_mean,Mn_мг_кг,0.1719,0.0872,0.1719
NIR_glcm_contrast_mean,Cu_мг_кг,0.3053,0.0024,0.3053
NIR_glcm_contrast_mean,Zn_мг_кг,0.2581,0.0095,0.2581
NIR_glcm_contrast_mean,Co_мг_кг,0.2387,0.0639,0.2387
NIR_glcm_contrast_std,N_%,-0.2874,0.0037,0.2874
NIR_glcm_contrast_std,P_%,0.0452,0.6552,0.0452
NIR_glcm_contrast_std,K_%,-0.0404,0.6901,0.0404
NIR_glcm_contrast_std,Ca_%,-0.4062,0.0000,0.4062
NIR_glcm_contrast_std,Mg_%,0.1851,0.0652,0.1851
NIR_glcm_contrast_std,S_%,-0.1527,0.1293,0.1527
NIR_glcm_contrast_std,Нитраты_мг_кг,-0.1224,0.2249,0.1224
NIR_glcm_contrast_std,Fe_мг_кг,0.0575,0.5697,0.0575
NIR_glcm_contrast_std,Mn_мг_кг,0.1724,0.0863,0.1724
NIR_glcm_contrast_std,Cu_мг_кг,0.2792,0.0056,0.2792
NIR_glcm_contrast_std,Zn_мг_кг,0.2492,0.0124,0.2492
NIR_glcm_contrast_std,Co_мг_кг,0.1777,0.1707,0.1777
NIR_glcm_dissimilarity_mean,N_%,-0.2960,0.0028,0.2960
NIR_glcm_dissimilarity_mean,P_%,0.0786,0.4368,0.0786
NIR_glcm_dissimilarity_mean,K_%,0.0031,0.9758,0.0031
NIR_glcm_dissimilarity_mean,Ca_%,-0.4128,0.0000,0.4128
NIR_glcm_dissimilarity_mean,Mg_%,0.1583,0.1158,0.1583
NIR_glcm_dissimilarity_mean,S_%,-0.0992,0.3262,0.0992
NIR_glcm_dissimilarity_mean,Нитраты_мг_кг,-0.0929,0.3580,0.0929
NIR_glcm_dissimilarity_mean,Fe_мг_кг,0.0938,0.3531,0.0938
NIR_glcm_dissimilarity_mean,Mn_мг_кг,0.1538,0.1266,0.1538
NIR_glcm_dissimilarity_mean,Cu_мг_кг,0.3057,0.0023,0.3057
NIR_glcm_dissimilarity_mean,Zn_мг_кг,0.2540,0.0108,0.2540
NIR_glcm_dissimilarity_mean,Co_мг_кг,0.2402,0.0623,0.2402
NIR_glcm_dissimilarity_std,N_%,-0.2893,0.0035,0.2893
NIR_glcm_dissimilarity_std,P_%,0.0587,0.5616,0.0587
NIR_glcm_dissimilarity_std,K_%,-0.0206,0.8391,0.0206
NIR_glcm_dissimilarity_std,Ca_%,-0.4020,0.0000,0.4020
NIR_glcm_dissimilarity_std,Mg_%,0.1545,0.1247,0.1545
NIR_glcm_dissimilarity_std,S_%,-0.1953,0.0515,0.1953
NIR_glcm_dissimilarity_std,Нитраты_мг_кг,-0.1335,0.1854,0.1335
NIR_glcm_dissimilarity_std,Fe_мг_кг,0.0192,0.8493,0.0192
NIR_glcm_dissimilarity_std,Mn_мг_кг,0.1515,0.1323,0.1515
NIR_glcm_dissimilarity_std,Cu_мг_кг,0.2527,0.0125,0.2527
NIR_glcm_dissimilarity_std,Zn_мг_кг,0.2295,0.0216,0.2295
NIR_glcm_dissimilarity_std,Co_мг_кг,0.1338,0.3040,0.1338
NIR_glcm_homogeneity_mean,N_%,0.3005,0.0024,0.3005
NIR_glcm_homogeneity_mean,P_%,-0.0925,0.3599,0.0925
NIR_glcm_homogeneity_mean,K_%,-0.0121,0.9053,0.0121
NIR_glcm_homogeneity_mean,Ca_%,0.4160,0.0000,0.4160
NIR_glcm_homogeneity_mean,Mg_%,-0.1391,0.1677,0.1391
NIR_glcm_homogeneity_mean,S_%,0.1120,0.2673,0.1120
NIR_glcm_homogeneity_mean,Нитраты_мг_кг,0.0919,0.3630,0.0919
NIR_glcm_homogeneity_mean,Fe_мг_кг,-0.0918,0.3639,0.0918
NIR_glcm_homogeneity_mean,Mn_мг_кг,-0.1378,0.1714,0.1378
NIR_glcm_homogeneity_mean,Cu_мг_кг,-0.3009,0.0027,0.3009
NIR_glcm_homogeneity_mean,Zn_мг_кг,-0.2469,0.0133,0.2469
NIR_glcm_homogeneity_mean,Co_мг_кг,-0.2369,0.0660,0.2369
NIR_glcm_homogeneity_std,N_%,-0.2390,0.0166,0.2390
NIR_glcm_homogeneity_std,P_%,0.0696,0.4914,0.0696
NIR_glcm_homogeneity_std,K_%,0.0175,0.8631,0.0175
NIR_glcm_homogeneity_std,Ca_%,-0.3285,0.0008,0.3285
NIR_glcm_homogeneity_std,Mg_%,0.0919,0.3634,0.0919
NIR_glcm_homogeneity_std,S_%,-0.2339,0.0192,0.2339
NIR_glcm_homogeneity_std,Нитраты_мг_кг,-0.1243,0.2179,0.1243
NIR_glcm_homogeneity_std,Fe_мг_кг,-0.0443,0.6614,0.0443
NIR_glcm_homogeneity_std,Mn_мг_кг,0.1000,0.3222,0.1000
NIR_glcm_homogeneity_std,Cu_мг_кг,0.1751,0.0862,0.1751
NIR_glcm_homogeneity_std,Zn_мг_кг,0.1680,0.0947,0.1680
NIR_glcm_homogeneity_std,Co_мг_кг,0.0533,0.6834,0.0533
NIR_glcm_energy_mean,N_%,0.2851,0.0040,0.2851
NIR_glcm_energy_mean,P_%,-0.1763,0.0794,0.1763
NIR_glcm_energy_mean,K_%,-0.0672,0.5066,0.0672
NIR_glcm_energy_mean,Ca_%,0.4131,0.0000,0.4131
NIR_glcm_energy_mean,Mg_%,-0.0641,0.5266,0.0641
NIR_glcm_energy_mean,S_%,0.1198,0.2351,0.1198
NIR_glcm_energy_mean,Нитраты_мг_кг,0.0470,0.6424,0.0470
NIR_glcm_energy_mean,Fe_мг_кг,-0.1010,0.3173,0.1010
NIR_glcm_energy_mean,Mn_мг_кг,-0.0845,0.4031,0.0845
NIR_glcm_energy_mean,Cu_мг_кг,-0.2715,0.0072,0.2715
NIR_glcm_energy_mean,Zn_мг_кг,-0.2104,0.0357,0.2104
NIR_glcm_energy_mean,Co_мг_кг,-0.2045,0.1140,0.2045
NIR_glcm_energy_std,N_%,0.1101,0.2755,0.1101
NIR_glcm_energy_std,P_%,0.0085,0.9329,0.0085
NIR_glcm_energy_std,K_%,0.0833,0.4097,0.0833
NIR_glcm_energy_std,Ca_%,0.1221,0.2260,0.1221
NIR_glcm_energy_std,Mg_%,-0.0677,0.5032,0.0677
NIR_glcm_energy_std,S_%,-0.0842,0.4050,0.0842
NIR_glcm_energy_std,Нитраты_мг_кг,-0.0044,0.9654,0.0044
NIR_glcm_energy_std,Fe_мг_кг,-0.1715,0.0879,0.1715
NIR_glcm_energy_std,Mn_мг_кг,0.0253,0.8029,0.0253
NIR_glcm_energy_std,Cu_мг_кг,-0.1275,0.2133,0.1275
NIR_glcm_energy_std,Zn_мг_кг,-0.0493,0.6264,0.0493
NIR_glcm_energy_std,Co_мг_кг,-0.2408,0.0615,0.2408
NIR_glcm_correlation_mean,N_%,-0.0427,0.6731,0.0427
NIR_glcm_correlation_mean,P_%,0.2874,0.0037,0.2874
NIR_glcm_correlation_mean,K_%,0.1763,0.0793,0.1763
NIR_glcm_correlation_mean,Ca_%,-0.3343,0.0007,0.3343
NIR_glcm_correlation_mean,Mg_%,-0.0835,0.4090,0.0835
NIR_glcm_correlation_mean,S_%,0.0153,0.8802,0.0153
NIR_glcm_correlation_mean,Нитраты_мг_кг,0.1281,0.2040,0.1281
NIR_glcm_correlation_mean,Fe_мг_кг,0.0794,0.4321,0.0794
NIR_glcm_correlation_mean,Mn_мг_кг,-0.0684,0.4990,0.0684
NIR_glcm_correlation_mean,Cu_мг_кг,0.0787,0.4436,0.0787
NIR_glcm_correlation_mean,Zn_мг_кг,0.0216,0.8309,0.0216
NIR_glcm_correlation_mean,Co_мг_кг,0.0173,0.8949,0.0173
NIR_glcm_correlation_std,N_%,-0.1248,0.2160,0.1248
NIR_glcm_correlation_std,P_%,-0.1398,0.1653,0.1398
NIR_glcm_correlation_std,K_%,-0.1111,0.2710,0.1111
NIR_glcm_correlation_std,Ca_%,0.0383,0.7052,0.0383
NIR_glcm_correlation_std,Mg_%,0.0767,0.4483,0.0767
NIR_glcm_correlation_std,S_%,-0.2062,0.0395,0.2062
NIR_glcm_correlation_std,Нитраты_мг_кг,-0.2014,0.0445,0.2014
NIR_glcm_correlation_std,Fe_мг_кг,-0.1046,0.3002,0.1046
NIR_glcm_correlation_std,Mn_мг_кг,0.1670,0.0967,0.1670
NIR_glcm_correlation_std,Cu_мг_кг,0.0472,0.6464,0.0472
NIR_glcm_correlation_std,Zn_мг_кг,0.1116,0.2689,0.1116
NIR_glcm_correlation_std,Co_мг_кг,-0.0688,0.5986,0.0688
NIR_glcm_ASM_mean,N_%,0.2641,0.0079,0.2641
NIR_glcm_ASM_mean,P_%,-0.1964,0.0502,0.1964
NIR_glcm_ASM_mean,K_%,-0.0870,0.3892,0.0870
NIR_glcm_ASM_mean,Ca_%,0.3864,0.0001,0.3864
NIR_glcm_ASM_mean,Mg_%,-0.0425,0.6744,0.0425
NIR_glcm_ASM_mean,S_%,0.1252,0.2145,0.1252
NIR_glcm_ASM_mean,Нитраты_мг_кг,0.0378,0.7085,0.0378
NIR_glcm_ASM_mean,Fe_мг_кг,-0.1083,0.2835,0.1083
NIR_glcm_ASM_mean,Mn_мг_кг,-0.0700,0.4889,0.0700
NIR_glcm_ASM_mean,Cu_мг_кг,-0.2504,0.0134,0.2504
NIR_glcm_ASM_mean,Zn_мг_кг,-0.1945,0.0524,0.1945
NIR_glcm_ASM_mean,Co_мг_кг,-0.1751,0.1771,0.1751
NIR_glcm_ASM_std,N_%,0.2419,0.0153,0.2419
NIR_glcm_ASM_std,P_%,-0.1028,0.3087,0.1028
NIR_glcm_ASM_std,K_%,0.0271,0.7888,0.0271
NIR_glcm_ASM_std,Ca_%,0.3147,0.0014,0.3147
NIR_glcm_ASM_std,Mg_%,-0.0828,0.4129,0.0828
NIR_glcm_ASM_std,S_%,0.0534,0.5979,0.0534
NIR_glcm_ASM_std,Нитраты_мг_кг,0.0452,0.6554,0.0452
NIR_glcm_ASM_std,Fe_мг_кг,-0.1648,0.1012,0.1648
NIR_glcm_ASM_std,Mn_мг_кг,-0.0233,0.8183,0.0233
